epoch,loss,val_loss
0,0.01068103313446045,0.0014242221368476748
1,0.0032276075799018145,0.0014094974612817168
2,0.003070610808208585,0.0009120416361838579
3,0.0020470023155212402,0.0005630080122500658
4,0.0012519131414592266,0.0004735984548460692
5,0.0009717954089865088,0.00047961666132323444
6,0.0007473138975910842,0.00040738729876466095
7,0.0006837289547547698,0.0002977251715492457
8,0.0004297656996641308,0.0002650007954798639
9,0.0003745172871276736,0.00033177933073602617
10,0.0003548538370523602,0.00022157467901706696
11,0.0003737974329851568,0.0003469247603788972
12,0.0003299910167697817,0.0002218605950474739
13,0.000279394444078207,0.00013821305765304714
14,0.00026671812520362437,0.00023616643738932908
15,0.00024156991275958717,0.00022217641526367515
16,0.00024260091595351696,0.000240327266510576
17,0.0003540419274941087,0.00044503554818220437
18,0.000517497246619314,0.0003091852704528719
19,0.00030154697014950216,0.00026048996369354427
20,0.0002192813262809068,0.00020121823763474822
21,0.00024909854982979596,0.00023178815899882466
22,0.00029510969761759043,0.0002474002249073237
23,0.00022122972586657852,0.0002035397628787905
