epoch,loss,val_loss
0,0.015185431577265263,0.0031057465821504593
1,0.0037108815740793943,0.0011786180548369884
2,0.0021541996393352747,0.0007041929638944566
3,0.0012884484604001045,0.0005966792814433575
4,0.0008090613409876823,0.0005591218941845
5,0.0007360192248597741,0.0007532134768553078
6,0.0006734509952366352,0.0006285119452513754
7,0.0006639431230723858,0.0004938084166496992
8,0.0005119779380038381,0.00041623663855716586
9,0.0003397710679564625,0.0004872459976468235
10,0.00032734539126977324,0.0005027717561461031
11,0.00036120868753641844,0.000556922284886241
12,0.0004028015537187457,0.0004352381220087409
13,0.00037102538044564426,0.0004471968859434128
14,0.00032847095280885696,0.0004139249213039875
15,0.00038901399238966405,0.0005160470027476549
16,0.00036673276918008924,0.000566181493923068
17,0.00040077176527120173,0.0004934752942062914
18,0.0003588504623621702,0.0003896378038916737
19,0.00022498688485939056,0.0004041051724925637
20,0.0001885974925244227,0.0003718461957760155
21,0.000168948681675829,0.00038339357706718147
22,0.00015278793580364436,0.0003890992375090718
23,0.00015627768880221993,0.00032054228358902037
24,0.00015826092567294836,0.00042350971489213407
25,0.0001570245367474854,0.00039362319512292743
26,0.00016028255049604923,0.00034432014217600226
27,0.0002482954296283424,0.00033887659083120525
28,0.0001728111383272335,0.00034433254040777683
29,0.0002026085858233273,0.0004535849438980222
30,0.00026473228354007006,0.000422976678237319
31,0.00038716266863048077,0.0004950726870447397
32,0.00039907891186885536,0.0005636128480546176
33,0.00040365452878177166,0.00036096764961257577
