epoch,loss,val_loss
0,0.016683494672179222,0.001409625867381692
1,0.0034650906454771757,0.0015693488530814648
2,0.002751604188233614,0.0008824662654660642
3,0.001663649221882224,0.0009053074172697961
4,0.0010239991825073957,0.0004341432941146195
5,0.001161472056992352,0.0007535684853792191
6,0.0009298542863689363,0.0005153860547579825
7,0.0009477459825575352,0.00043440546141937375
8,0.0005658157169818878,0.000514740648213774
9,0.0005231774412095547,0.00036745454417541623
10,0.0003719507367350161,0.00032096210634335876
11,0.00031586334807798266,0.0004139757074881345
12,0.0006973373237997293,0.0004735515103675425
13,0.00036874529905617237,0.00028335987008176744
14,0.0002447227598167956,0.000307386158965528
15,0.00025167359854094684,0.0003851923975162208
16,0.00047415235894732177,0.0003155260346829891
17,0.0003387066535651684,0.00037765284650959074
18,0.0002922539133578539,0.00028398429276421666
19,0.0002287325623910874,0.00036167982034385204
20,0.00021733388712164015,0.00034311157651245594
21,0.00021327217109501362,0.0003141835913993418
22,0.00017874214972835034,0.000377967138774693
23,0.00021185640071053058,0.00039923336589708924
