epoch,loss,val_loss
0,0.009831292554736137,0.0022994871251285076
1,0.0026590770576149225,0.0012363404966890812
2,0.0016187806613743305,0.0010658081155270338
3,0.0012477596756070852,0.0005873775808140635
4,0.0008869717712514102,0.0008160190773196518
5,0.0008422032697126269,0.0008810870349407196
6,0.0007564772386103868,0.0007439300534315407
7,0.0009225485264323652,0.0009409048361703753
8,0.0007496907492168248,0.0009975580032914877
9,0.0008771693683229387,0.0006765008438378572
10,0.0005864265258423984,0.0007710741483606398
11,0.0005732458084821701,0.0007201289990916848
12,0.0007513674790970981,0.0006866240873932838
13,0.0005077244713902473,0.0006421925500035286
