epoch,loss,val_loss
0,0.007134946528822184,0.0020207923371344805
1,0.00250039529055357,0.0005912633496336639
2,0.0014462340623140335,0.0003750223258975893
3,0.0010760778095573187,0.0004179537936579436
4,0.0012250273721292615,0.00041289962246082723
5,0.0013670079642906785,0.0008058147504925728
6,0.0016681799897924066,0.0005192072130739689
7,0.0013861432671546936,0.000417965988162905
8,0.0007746437913738191,0.0004923903616145253
9,0.0006804894073866308,0.0004210320767015219
10,0.0009725507698021829,0.0003428534255363047
11,0.0010112758027389646,0.0005944289150647819
12,0.001101645641028881,0.00040782042196951807
13,0.0005465963622555137,0.0003154626174364239
14,0.000582107633817941,0.00026289100060239434
15,0.0005847422871738672,0.0003073521365877241
16,0.0006507353391498327,0.0002953397633973509
17,0.0004714613896794617,0.00037867564242333174
18,0.0004598114755935967,0.000330477487295866
19,0.000640916870906949,0.00023623726156074554
20,0.000431359134381637,0.00032026038388721645
21,0.0003524914209265262,0.00023815497115720063
22,0.0003186797839589417,0.00040388910565525293
23,0.0005202592583373189,0.000372375943697989
24,0.0007970590959303081,0.0005802805535495281
25,0.0009045759215950966,0.0006981410551816225
26,0.0016101981746032834,0.0006559167522937059
27,0.001101507106795907,0.0005755360471084714
28,0.0005355528555810452,0.0003533607814460993
29,0.0005831342423334718,0.0003649642167147249
