epoch,loss,val_loss
0,0.02403206191956997,0.006250522565096617
1,0.004652590956538916,0.0019992112647742033
2,0.0031465666834264994,0.002278182189911604
3,0.0019554360769689083,0.0017878806684166193
4,0.0017625810578465462,0.0016342350281774998
5,0.0013095159083604813,0.0013675543013960123
6,0.000933211122173816,0.001423186738975346
7,0.0007067784899845719,0.0011682882905006409
8,0.0007288858760148287,0.0012863120064139366
9,0.0005774476449005306,0.0011651577660813928
10,0.0005250365938991308,0.0012061761226505041
11,0.0005778452032245696,0.0017440372612327337
12,0.0008352013537660241,0.0010626191506162286
13,0.0005892483168281615,0.001351469662040472
14,0.00047405765508301556,0.0011412198655307293
15,0.00036799622466787696,0.0013064902741461992
16,0.0003605144447647035,0.0010022599017247558
17,0.0003879443393088877,0.0012314419727772474
18,0.00028486672090366483,0.001229332759976387
19,0.0002732520515564829,0.0010882917558774352
20,0.00024242362997028977,0.0011069622123613954
21,0.0002638047735672444,0.0010339970467612147
22,0.00025312043726444244,0.0012667496921494603
23,0.00025003007613122463,0.001159983454272151
24,0.00022484315559267998,0.001199825550429523
25,0.00022367910423781723,0.0012699882499873638
26,0.00019919646729249507,0.0010666546877473593
