time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2024-09-21 4:10,0,1,0,0,0,0,1.24,22.01,2.33,39.33,0.373,0,0.373,0
2024-09-21 4:20,0,0,0,0,0,0,1.23,21.47,2.31,37.74,0,0,0.373,0
2024-09-21 4:30,0,0,1,0,1,0,1.21,20.41,2.29,36.18,0.141,0.451,0.514,0.451
2024-09-21 4:40,0,0,0,0,0,0,1.19,19.37,2.28,35.41,0,0,0.514,0.451
2024-09-21 4:50,0,0,0,0,0,1,1.18,18.85,2.26,33.9,0.251,0.061,0.765,0.512
2024-09-21 5:00,0,0,0,1,1,0,1.17,18.35,2.25,33.15,0.199,0.939,0.964,1.451
2024-09-21 5:10,1,1,0,1,0,0,1.16,17.85,2.24,32.4,0.608,0.488,1.572,1.939
2024-09-21 5:20,0,0,1,0,0,1,1.16,17.85,2.23,31.67,0.267,0.061,1.839,2
2024-09-21 5:30,0,0,0,0,0,0,1.16,17.85,2.22,30.94,0,0,1.839,2
2024-09-21 5:40,0,0,0,0,0,1,1.15,17.35,2.21,30.22,0.251,0.061,2.09,2.061
2024-09-21 5:50,0,1,0,1,2,0,1.14,16.86,2.21,30.22,0.697,1.39,2.787,3.451
2024-09-21 6:00,0,0,0,0,1,1,1.14,16.86,2.2,29.5,0.376,0.512,3.163,3.963
2024-09-21 6:10,1,0,1,1,1,1,1.13,16.38,2.2,29.5,0.627,1,3.79,4.963
2024-09-21 6:20,0,0,0,0,1,0,1.13,16.38,2.19,28.8,0.125,0.451,3.915,5.414
2024-09-21 6:30,0,1,0,2,0,1,1.13,16.38,2.19,28.8,0.772,1.037,4.687,6.451
2024-09-21 6:40,0,0,1,0,0,0,1.13,16.38,2.19,28.8,0.016,0,4.703,6.451
2024-09-21 6:50,3,1,0,0,0,0,1.15,17.35,2.19,28.8,0.856,0,5.559,6.451
2024-09-21 7:00,2,1,4,5,5,2,1.19,19.37,2.2,29.5,2.256,4.817,7.815,11.268
2024-09-21 7:10,1,1,0,3,1,1,1.25,22.56,2.21,30.22,1.132,1.976,8.947,13.244
2024-09-21 7:20,1,3,1,1,1,1,1.34,27.61,2.23,31.67,1.746,1,10.693,14.244
2024-09-21 7:30,0,0,0,3,1,1,1.41,31.72,2.25,33.15,0.598,1.976,11.291,16.22
2024-09-21 7:40,0,0,1,0,0,1,1.44,33.6,2.27,34.65,0.267,0.061,11.558,16.281
2024-09-21 7:50,1,1,0,0,0,1,1.46,34.88,2.29,36.18,0.785,0.061,12.343,16.342
2024-09-21 8:00,0,0,0,1,2,0,1.47,35.54,2.33,39.33,0.324,1.39,12.667,17.732
2024-09-21 8:10,1,1,1,0,0,0,1.47,35.54,2.37,42.58,0.55,0,13.217,17.732
2024-09-21 8:20,1,1,1,1,1,0,1.47,35.54,2.41,45.93,0.749,0.939,13.966,18.671
2024-09-21 8:30,0,0,0,1,2,1,1.46,34.88,2.46,50.27,0.575,1.451,14.541,20.122
2024-09-21 8:40,1,0,1,0,0,0,1.45,34.24,2.62,65.2,0.177,0,14.718,20.122
2024-09-21 8:50,0,1,1,6,5,1,1.45,34.24,2.78,81.67,1.709,5.244,16.427,25.366
2024-09-21 9:00,2,1,1,9,2,5,1.48,36.2,2.79,82.75,2.882,5.599,19.309,30.965
2024-09-21 9:10,1,1,2,5,2,3,1.58,43.25,2.8,83.84,1.939,3.525,21.248,34.49
2024-09-21 9:20,2,1,2,3,6,2,1.71,53.6,2.8,83.84,2.201,4.292,23.449,38.782
2024-09-21 9:30,1,0,2,3,4,2,1.83,64.42,2.8,83.84,1.417,3.39,24.866,42.172
2024-09-21 9:40,0,1,1,2,6,1,1.94,75.45,2.81,84.93,1.538,3.743,26.404,45.915
2024-09-21 9:50,1,0,1,1,3,0,2.06,88.73,2.82,86.02,0.626,1.841,27.03,47.756
2024-09-21 10:00,0,0,0,0,2,0,2.15,99.6,2.86,90.47,0.25,0.902,27.28,48.658
2024-09-21 10:10,0,0,0,1,1,1,2.23,109.91,2.95,100.79,0.45,1,27.73,49.658
2024-09-21 10:20,0,0,0,0,1,0,2.31,120.87,3.1,122.25,0.125,0.451,27.855,50.109
2024-09-21 10:30,0,0,0,0,0,0,2.35,126.6,3.21,139.33,0,0,27.855,50.109
2024-09-21 10:40,0,0,0,0,0,0,2.34,125.15,3.28,151.04,0,0,27.855,50.109
2024-09-21 10:50,0,0,0,0,0,0,2.28,116.69,3.34,161.4,0,0,27.855,50.109
2024-09-21 11:00,0,1,0,0,0,0,2.2,105.97,3.39,170.27,0.373,0,28.228,50.109
2024-09-21 11:10,0,0,0,0,0,0,2.13,97.11,3.45,181.2,0,0,28.228,50.109
2024-09-21 11:20,0,0,0,0,1,0,2.04,86.43,3.5,190.53,0.125,0.451,28.353,50.56
2024-09-21 11:30,0,0,0,0,0,0,1.93,74.4,3.52,194.32,0,0,28.353,50.56
2024-09-21 11:40,0,0,0,0,0,0,1.84,65.38,3.51,192.42,0,0,28.353,50.56
2024-09-21 11:50,0,0,0,0,0,0,1.77,58.86,3.46,183.05,0,0,28.353,50.56
2024-09-21 12:00,0,0,0,0,0,0,1.71,53.6,3.4,172.07,0,0,28.353,50.56
2024-09-21 12:10,0,0,0,0,0,0,1.66,49.46,3.31,156.18,0,0,28.353,50.56
2024-09-21 12:20,0,0,0,0,0,0,1.61,45.52,3.22,140.98,0,0,28.353,50.56
2024-09-21 12:30,0,0,0,0,0,0,1.57,42.51,3.12,125.26,0,0,28.353,50.56
2024-09-21 12:40,0,0,0,0,0,0,1.54,40.34,3.03,111.94,0,0,28.353,50.56
2024-09-21 12:50,0,0,0,0,0,0,1.51,38.23,2.96,101.97,0,0,28.353,50.56
2024-09-21 13:00,0,0,0,0,0,0,1.48,36.2,2.9,95,0,0,28.353,50.56
2024-09-21 13:10,0,0,0,0,0,0,1.46,34.88,2.85,89.35,0,0,28.353,50.56
2024-09-21 13:20,0,0,0,0,0,0,1.43,32.97,2.82,86.02,0,0,28.353,50.56
2024-09-21 13:30,0,0,0,0,0,0,1.41,31.72,2.79,82.75,0,0,28.353,50.56
2024-09-21 13:40,0,0,0,0,0,0,1.39,30.51,2.77,80.6,0,0,28.353,50.56
2024-09-21 13:50,0,0,0,0,0,0,1.38,29.92,2.73,76.36,0,0,28.353,50.56
2024-09-21 14:00,0,0,0,0,0,0,1.37,29.33,2.65,68.17,0,0,28.353,50.56
2024-09-21 14:10,0,0,0,0,0,0,1.36,28.75,2.58,61.32,0,0,28.353,50.56
2024-09-21 14:20,0,0,0,0,0,0,1.35,28.18,2.53,56.61,0,0,28.353,50.56
2024-09-21 14:30,0,0,0,0,0,0,1.35,28.18,2.49,52.95,0,0,28.353,50.56
2024-09-21 14:40,0,0,0,0,0,0,1.34,27.61,2.46,50.27,0,0,28.353,50.56
2024-09-21 14:50,0,0,0,0,0,0,1.33,27.05,2.43,47.65,0,0,28.353,50.56
2024-09-21 15:00,0,0,0,0,0,0,1.32,26.5,2.41,45.93,0,0,28.353,50.56
2024-09-21 15:10,0,0,0,0,0,0,1.31,25.95,2.39,44.24,0,0,28.353,50.56
2024-09-21 15:20,0,0,0,0,0,0,1.29,24.8,2.37,42.58,0,0,28.353,50.56
2024-09-21 15:30,0,0,0,0,0,0,1.28,24.23,2.35,40.94,0,0,28.353,50.56
2024-09-21 15:40,0,0,0,0,0,0,1.27,23.67,2.34,40.13,0,0,28.353,50.56
