time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2017-07-02 4:30,0,0,0,0,0,0,0.92,1.2,2.27,51.69,0,0,0,0
2017-07-02 4:40,0,0,0,0,0,0,0.92,1.2,2.24,48.26,0,0,0,0
2017-07-02 4:50,0,0,0,0,0,0,0.91,1.08,2.21,44.91,0,0,0,0
2017-07-02 5:00,0,0,0,0,0,0,0.91,1.08,2.18,41.64,0,0,0,0
2017-07-02 5:10,0,0,0,0,0,0,0.91,1.08,2.15,38.45,0,0,0,0
2017-07-02 5:20,0,0,0,0,0,0,0.91,1.08,2.13,36.37,0,0,0,0
2017-07-02 5:30,0,0,0,0,0,0,0.9,0.98,2.1,33.33,0,0,0,0
2017-07-02 5:40,0,0,0,0,0,0,0.9,0.98,2.08,31.35,0,0,0,0
2017-07-02 5:50,0,0,0,0,0,0,0.9,0.98,2.06,29.41,0,0,0,0
2017-07-02 6:00,0,0,0,0,0,0,0.9,0.98,2.04,27.51,0,0,0,0
2017-07-02 6:10,0,0,0,0,0,0,0.9,0.98,2.03,26.58,0,0,0,0
2017-07-02 6:20,0,0,0,0,0,0,0.9,0.98,2.01,23.55,0,0,0,0
2017-07-02 6:30,0,0,0,0,0,0,0.9,0.98,2,22.12,0,0,0,0
2017-07-02 6:40,0,0,0,0,0,0,0.9,0.98,1.99,20.75,0,0,0,0
2017-07-02 6:50,0,0,0,0,0,0,0.9,0.98,1.98,19.44,0,0,0,0
2017-07-02 7:00,0,0,0,0,0,0,0.9,0.98,1.97,18.19,0,0,0,0
2017-07-02 7:10,0,0,0,0,0,0,0.9,0.98,1.96,16.99,0,0,0,0
2017-07-02 7:20,0,0,0,0,0,0,0.9,0.98,1.95,15.84,0,0,0,0
2017-07-02 7:30,0,0,0,0,0,0,0.9,0.98,1.95,15.84,0,0,0,0
2017-07-02 7:40,0,0,0,0,0,0,0.9,0.98,1.94,14.75,0,0,0,0
2017-07-02 7:50,0,0,0,0,0,0,0.89,0.88,1.93,13.7,0,0,0,0
2017-07-02 8:00,0,0,0,0,0,0,0.89,0.88,1.92,12.71,0,0,0,0
2017-07-02 8:10,0,0,0,0,0,0,0.89,0.88,1.92,12.71,0,0,0,0
2017-07-02 8:20,0,0,0,0,0,0,0.88,0.79,1.91,11.77,0,0,0,0
2017-07-02 8:30,0,0,0,0,0,0,0.88,0.79,1.91,11.77,0,0,0,0
2017-07-02 8:40,0,0,0,0,0,0,0.88,0.79,1.9,10.87,0,0,0,0
2017-07-02 8:50,0,0,0,0,0,0,0.87,0.71,1.9,10.87,0,0,0,0
2017-07-02 9:00,0,0,0,0,0,0,0.87,0.71,1.89,10.02,0,0,0,0
2017-07-02 9:10,0,0,0,0,0,0,0.87,0.71,1.89,10.02,0,0,0,0
2017-07-02 9:20,0,0,0,0,0,0,0.86,0.63,1.89,10.02,0,0,0,0
2017-07-02 9:30,0,0,0,0,0,0,0.86,0.63,1.88,9.22,0,0,0,0
2017-07-02 9:40,0,0,0,0,0,0,0.86,0.63,1.88,9.22,0,0,0,0
2017-07-02 9:50,0,0,0,0,0,0,0.86,0.63,1.88,9.22,0,0,0,0
2017-07-02 10:00,0,0,0,0,0,0,0.86,0.63,1.87,8.46,0,0,0,0
2017-07-02 10:10,0,0,0,0,0,0,0.85,0.56,1.87,8.46,0,0,0,0
2017-07-02 10:20,0,0,0,0,0,0,0.85,0.56,1.87,8.46,0,0,0,0
2017-07-02 10:30,0,0,0,2,2,0,0.85,0.56,1.87,8.46,0.398,1.878,0.398,1.878
2017-07-02 10:40,0,0,0,1,1,2,0.85,0.56,1.87,8.46,0.701,1.061,1.099,2.939
2017-07-02 10:50,2,1,1,1,0,0,0.85,0.56,1.87,8.46,0.785,0.488,1.884,3.427
2017-07-02 11:00,1,1,2,0,0,0,0.86,0.63,1.87,8.46,0.566,0,2.45,3.427
2017-07-02 11:10,1,1,0,0,0,0,0.87,0.71,1.87,8.46,0.534,0,2.984,3.427
2017-07-02 11:20,0,0,1,0,0,0,0.87,0.71,1.87,8.46,0.016,0,3,3.427
2017-07-02 11:30,0,0,0,0,0,0,0.87,0.71,1.87,8.46,0,0,3,3.427
2017-07-02 11:40,0,0,0,0,0,0,0.88,0.79,1.87,8.46,0,0,3,3.427
2017-07-02 11:50,0,0,0,0,0,0,0.88,0.79,1.87,8.46,0,0,3,3.427
2017-07-02 12:00,0,0,0,0,0,0,0.88,0.79,1.87,8.46,0,0,3,3.427
2017-07-02 12:10,0,0,0,0,0,0,0.89,0.88,1.87,8.46,0,0,3,3.427
2017-07-02 12:20,0,0,0,0,0,0,0.89,0.88,1.87,8.46,0,0,3,3.427
2017-07-02 12:30,0,0,0,0,0,0,0.9,0.98,1.88,9.22,0,0,3,3.427
2017-07-02 12:40,0,0,0,0,0,0,0.9,0.98,1.89,10.02,0,0,3,3.427
2017-07-02 12:50,0,0,0,0,0,0,0.91,1.08,1.9,10.87,0,0,3,3.427
2017-07-02 13:00,0,0,0,0,0,0,0.91,1.08,1.91,11.77,0,0,3,3.427
2017-07-02 13:10,0,0,0,0,0,0,0.92,1.2,1.92,12.71,0,0,3,3.427
2017-07-02 13:20,0,0,0,0,0,0,0.92,1.2,1.93,13.7,0,0,3,3.427
2017-07-02 13:30,0,1,0,0,0,0,0.92,1.2,1.93,13.7,0.373,0,3.373,3.427
2017-07-02 13:40,0,0,0,0,0,0,0.93,1.32,1.93,13.7,0,0,3.373,3.427
2017-07-02 13:50,0,0,0,0,0,0,0.93,1.32,1.93,13.7,0,0,3.373,3.427
2017-07-02 14:00,0,0,0,0,0,0,0.94,1.44,1.93,13.7,0,0,3.373,3.427
2017-07-02 14:10,0,0,0,0,0,0,0.94,1.44,1.93,13.7,0,0,3.373,3.427
2017-07-02 14:20,0,1,0,0,0,0,0.94,1.44,1.93,13.7,0.373,0,3.746,3.427
2017-07-02 14:30,0,0,0,0,0,0,0.95,1.58,1.93,13.7,0,0,3.746,3.427
2017-07-02 14:40,0,0,0,0,0,0,0.95,1.58,1.92,12.71,0,0,3.746,3.427
2017-07-02 14:50,0,0,0,0,0,0,0.95,1.58,1.92,12.71,0,0,3.746,3.427
