time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2025-09-16 8:00,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 8:10,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 8:20,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 8:30,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 8:40,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 8:50,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 9:00,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 9:10,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 9:20,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 9:30,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 9:40,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 9:50,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 10:00,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 10:10,0,0,0,0,0,0,0.83,4.8,1.94,14.28,0,0,0,0
2025-09-16 10:20,0,0,0,0,0,0,0.84,5.09,1.94,14.28,0,0,0,0
2025-09-16 10:30,0,0,0,0,0,0,0.84,5.09,1.94,14.28,0,0,0,0
2025-09-16 10:40,0,0,0,0,0,0,0.85,5.39,1.94,14.28,0,0,0,0
2025-09-16 10:50,0,0,0,0,0,0,0.85,5.39,1.94,14.28,0,0,0,0
2025-09-16 11:00,0,0,0,0,0,0,0.86,5.69,1.94,14.28,0,0,0,0
2025-09-16 11:10,0,0,0,0,0,0,0.86,5.69,1.94,14.28,0,0,0,0
2025-09-16 11:20,0,0,0,0,0,0,0.87,6,1.94,14.28,0,0,0,0
2025-09-16 11:30,0,0,0,0,0,0,0.87,6,1.94,14.28,0,0,0,0
2025-09-16 11:40,0,0,0,0,0,0,0.87,6,1.94,14.28,0,0,0,0
2025-09-16 11:50,0,0,0,0,0,0,0.87,6,1.94,14.28,0,0,0,0
2025-09-16 12:00,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 12:10,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 12:20,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 12:30,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 12:40,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 12:50,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 13:00,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 13:10,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 13:20,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 13:30,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 13:40,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 13:50,0,0,0,0,0,0,0.88,6.32,1.94,14.28,0,0,0,0
2025-09-16 14:00,0,0,0,0,0,2,0.88,6.32,1.94,14.28,0.502,0.122,0.502,0.122
2025-09-16 14:10,1,0,0,3,0,10,0.88,6.32,1.94,14.28,2.893,2.074,3.395,2.196
2025-09-16 14:20,13,9,3,12,5,21,0.88,6.32,1.94,14.28,12.282,9.392,15.677,11.588
2025-09-16 14:30,2,7,7,6,7,4,0.89,6.64,1.94,14.28,5.368,6.329,21.045,17.917
2025-09-16 14:40,1,3,3,4,3,1,0.97,9.48,1.95,14.81,2.25,3.366,23.295,21.283
2025-09-16 14:50,1,1,0,5,5,3,1.09,14.51,1.96,15.36,2.282,4.878,25.577,26.161
2025-09-16 15:00,1,3,3,3,3,1,1.18,18.85,1.98,16.48,2.176,2.878,27.753,29.039
2025-09-16 15:10,1,1,2,1,1,1,1.27,23.67,2.06,21.25,1.016,1,28.769,30.039
2025-09-16 15:20,1,1,0,0,1,0,1.5,37.55,2.78,93.75,0.659,0.451,29.428,30.49
2025-09-16 15:30,0,0,0,0,0,0,1.74,56.19,2.84,102.04,0,0,29.428,30.49
2025-09-16 15:40,0,0,0,0,0,0,1.94,75.45,2.85,103.45,0,0,29.428,30.49
2025-09-16 15:50,0,0,0,0,0,0,2.03,85.29,2.87,106.28,0,0,29.428,30.49
2025-09-16 16:00,0,0,0,0,0,0,2.02,84.16,2.9,110.57,0,0,29.428,30.49
2025-09-16 16:10,0,0,0,0,0,0,1.92,73.36,2.92,113.46,0,0,29.428,30.49
2025-09-16 16:20,0,0,0,0,0,0,1.8,61.6,2.91,112.01,0,0,29.428,30.49
2025-09-16 16:30,0,0,0,0,0,0,1.69,51.92,2.9,110.57,0,0,29.428,30.49
2025-09-16 16:40,0,0,0,0,0,0,1.59,44,2.9,110.57,0,0,29.428,30.49
2025-09-16 16:50,0,0,0,0,0,0,1.5,37.55,2.94,116.38,0,0,29.428,30.49
2025-09-16 17:00,0,0,0,0,0,0,1.43,32.97,2.97,120.8,0,0,29.428,30.49
2025-09-16 17:10,0,0,0,0,0,0,1.38,29.92,2.98,122.29,0,0,29.428,30.49
2025-09-16 17:20,0,0,0,0,0,0,1.36,28.75,2.96,119.32,0,0,29.428,30.49
2025-09-16 17:30,0,0,0,0,0,0,1.34,27.61,2.93,114.92,0,0,29.428,30.49
2025-09-16 17:40,0,0,0,0,0,0,1.31,25.95,2.87,106.28,0,0,29.428,30.49
2025-09-16 17:50,0,0,0,0,0,0,1.29,24.8,2.82,99.25,0,0,29.428,30.49
2025-09-16 18:00,0,0,0,0,0,0,1.27,23.67,2.79,95.11,0,0,29.428,30.49
2025-09-16 18:10,0,0,0,0,0,0,1.25,22.56,2.76,91.04,0,0,29.428,30.49
2025-09-16 18:20,0,0,0,0,0,0,1.23,21.47,2.75,89.69,0,0,29.428,30.49
2025-09-16 18:30,0,0,0,0,0,0,1.21,20.41,2.73,87.02,0,0,29.428,30.49
2025-09-16 18:40,0,0,0,0,0,0,1.19,19.37,2.7,83.07,0,0,29.428,30.49
2025-09-16 18:50,0,0,0,0,0,0,1.18,18.85,2.68,80.47,0,0,29.428,30.49
2025-09-16 19:00,0,0,1,0,0,2,1.16,17.85,2.64,75.35,0.518,0.122,29.946,30.612
2025-09-16 19:10,0,0,1,0,0,1,1.15,17.35,2.61,71.59,0.267,0.061,30.213,30.673
2025-09-16 19:20,0,0,0,0,0,0,1.13,16.38,2.57,66.67,0,0,30.213,30.673
2025-09-16 19:30,0,0,0,3,1,4,1.12,15.9,2.54,63.07,1.351,2.159,31.564,32.832
2025-09-16 19:40,1,1,0,3,4,1,1.12,15.9,2.51,59.53,1.507,3.329,33.071,36.161
2025-09-16 19:50,0,1,1,0,0,1,1.13,16.38,2.48,56.06,0.64,0.061,33.711,36.222
2025-09-16 20:00,0,1,1,1,0,2,1.16,17.85,2.45,52.66,0.965,0.61,34.676,36.832
2025-09-16 20:10,0,0,0,0,1,0,1.17,18.35,2.42,49.33,0.125,0.451,34.801,37.283
2025-09-16 20:20,0,0,0,0,0,0,1.17,18.35,2.4,47.16,0,0,34.801,37.283
2025-09-16 20:30,0,0,0,0,1,0,1.18,18.85,2.37,43.96,0.125,0.451,34.926,37.734
2025-09-16 20:40,0,0,0,0,0,0,1.19,19.37,2.35,42.31,0,0,34.926,37.734
