time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2020-08-15 4:30,5,1,3,5,0,2,1.09,4.27,2.07,20.67,2.098,2.562,2.098,2.562
2020-08-15 4:40,0,0,2,3,4,3,1.09,4.27,2.08,21.51,1.507,3.451,3.605,6.013
2020-08-15 4:50,0,1,0,2,3,1,1.11,4.82,2.08,21.51,1.147,2.39,4.752,8.403
2020-08-15 5:00,1,1,1,1,1,0,1.15,6.05,2.08,21.51,0.749,0.939,5.501,9.342
2020-08-15 5:10,0,0,0,1,5,1,1.19,7.48,2.08,21.51,0.95,2.804,6.451,12.146
2020-08-15 5:20,0,0,0,5,3,0,1.2,7.87,2.08,21.51,0.745,3.793,7.196,15.939
2020-08-15 5:30,0,0,0,3,5,2,1.21,8.28,2.08,21.51,1.349,3.841,8.545,19.78
2020-08-15 5:40,1,1,0,7,8,3,1.32,13.7,2.09,22.38,2.805,7.207,11.35,26.987
2020-08-15 5:50,3,1,5,1,7,1,1.5,26.05,2.11,23.26,2.136,3.706,13.486,30.693
2020-08-15 6:00,0,0,2,1,2,0,1.64,39.32,2.14,26.02,0.356,1.39,13.842,32.083
2020-08-15 6:10,1,1,0,0,0,0,1.82,60.91,2.17,27.95,0.534,0,14.376,32.083
2020-08-15 6:20,2,0,0,0,0,0,1.97,76.69,2.22,32.03,0.322,0,14.698,32.083
2020-08-15 6:30,4,0,0,0,0,0,2.07,88.16,2.33,42.31,0.644,0,15.342,32.083
2020-08-15 6:40,2,0,4,3,0,1,2.09,90.54,2.46,56.28,0.859,1.525,16.201,33.608
2020-08-15 6:50,6,4,5,10,2,3,2.06,86.98,2.61,69.99,4.281,5.965,20.482,39.573
2020-08-15 7:00,4,5,9,4,5,4,1.96,75.59,2.79,87.73,4.578,4.451,25.06,44.024
2020-08-15 7:10,11,5,10,3,6,4,1.86,64.95,3,111.75,5.772,4.414,30.832,48.438
2020-08-15 7:20,3,7,12,2,2,1,1.8,58.93,3.25,143.42,3.935,1.939,34.767,50.377
2020-08-15 7:30,1,0,1,1,1,1,1.77,54.87,3.48,176.89,0.627,1,35.394,51.377
2020-08-15 7:40,0,1,1,0,0,1,1.76,53.56,3.66,203.62,0.64,0.061,36.034,51.438
2020-08-15 7:50,1,0,0,0,0,0,1.84,62.91,3.78,223.78,0.161,0,36.195,51.438
2020-08-15 8:00,0,1,1,1,2,1,1.92,71.24,3.84,234.19,0.964,1.451,37.159,52.889
2020-08-15 8:10,1,1,1,0,1,0,1.94,73.4,3.83,232.09,0.675,0.451,37.834,53.34
2020-08-15 8:20,0,0,0,0,0,0,1.9,69.11,3.77,221.73,0,0,37.834,53.34
2020-08-15 8:30,0,0,0,0,0,0,1.83,61.9,3.68,207.58,0,0,37.834,53.34
2020-08-15 8:40,0,0,0,0,0,0,1.78,56.2,3.59,193.87,0,0,37.834,53.34
2020-08-15 8:50,3,1,1,0,0,0,1.75,52.26,3.51,180.6,0.872,0,38.706,53.34
2020-08-15 9:00,1,1,2,0,0,1,1.72,48.5,3.45,171.39,0.817,0.061,39.523,53.401
2020-08-15 9:10,0,2,0,1,1,0,1.68,43.76,3.41,165.97,0.945,0.939,40.468,54.34
2020-08-15 9:20,0,1,2,0,1,1,1.64,39.32,3.36,158.87,0.781,0.512,41.249,54.852
2020-08-15 9:30,1,1,0,1,0,0,1.61,36.19,3.32,153.64,0.608,0.488,41.857,55.34
2020-08-15 9:40,2,0,3,0,0,0,1.58,33.22,3.3,150.2,0.37,0,42.227,55.34
2020-08-15 9:50,0,0,0,0,0,0,1.55,30.4,3.28,148.49,0,0,42.227,55.34
2020-08-15 10:00,0,0,0,0,0,0,1.52,27.74,3.25,143.42,0,0,42.227,55.34
2020-08-15 10:10,0,0,0,0,0,0,1.49,25.23,3.22,140.09,0,0,42.227,55.34
