time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2025-07-16 14:50,0,0,0,0,0,1,0.79,3.72,1.8,7.59,0.251,0.061,0.251,0.061
2025-07-16 15:00,0,0,0,0,0,0,0.79,3.72,1.8,7.59,0,0,0.251,0.061
2025-07-16 15:10,0,0,0,0,1,0,0.79,3.72,1.8,7.59,0.125,0.451,0.376,0.512
2025-07-16 15:20,0,0,0,1,0,0,0.79,3.72,1.8,7.59,0.074,0.488,0.45,1
2025-07-16 15:30,1,1,1,1,1,1,0.79,3.72,1.8,7.59,1,1,1.45,2
2025-07-16 15:40,1,0,0,1,1,1,0.79,3.72,1.8,7.59,0.611,1,2.061,3
2025-07-16 15:50,0,1,1,0,1,1,0.79,3.72,1.8,7.59,0.765,0.512,2.826,3.512
2025-07-16 16:00,1,0,1,2,0,0,0.8,3.98,1.8,7.59,0.325,0.976,3.151,4.488
2025-07-16 16:10,1,1,0,0,2,1,0.81,4.24,1.8,7.59,1.035,0.963,4.186,5.451
2025-07-16 16:20,0,1,1,1,1,1,0.82,4.52,1.8,7.59,0.839,1,5.025,6.451
2025-07-16 16:30,1,1,1,2,1,1,0.84,5.09,1.8,7.59,1.074,1.488,6.099,7.939
2025-07-16 16:40,1,1,1,1,1,2,0.86,5.69,1.81,8.01,1.251,1.061,7.35,9
2025-07-16 16:50,1,1,2,1,1,1,0.89,6.64,1.81,8.01,1.016,1,8.366,10
2025-07-16 17:00,1,1,0,1,0,0,0.91,7.31,1.82,8.44,0.608,0.488,8.974,10.488
2025-07-16 17:10,0,0,1,0,1,1,0.95,8.73,1.83,8.88,0.392,0.512,9.366,11
2025-07-16 17:20,1,1,0,0,1,1,1,10.66,1.84,9.33,0.91,0.512,10.276,11.512
2025-07-16 17:30,1,1,1,1,0,1,1.07,13.61,1.84,9.33,0.875,0.549,11.151,12.061
2025-07-16 17:40,1,1,1,1,1,1,1.13,16.38,1.85,9.79,1,1,12.151,13.061
2025-07-16 17:50,2,2,2,1,1,3,1.17,18.35,1.87,10.73,2.052,1.122,14.203,14.183
2025-07-16 18:00,2,1,2,2,2,1,1.2,19.88,1.88,11.21,1.376,1.939,15.579,16.122
2025-07-16 18:10,0,1,1,4,5,2,1.23,21.47,1.91,12.71,1.812,4.329,17.391,20.451
2025-07-16 18:20,4,3,3,3,5,4,1.29,24.8,1.94,14.28,3.662,3.963,21.053,24.414
2025-07-16 18:30,3,2,2,2,5,4,1.39,30.51,1.98,16.48,3.038,3.475,24.091,27.889
2025-07-16 18:40,5,3,3,3,4,6,1.44,33.6,2.02,18.81,4.2,3.634,28.291,31.523
2025-07-16 18:50,2,3,3,7,4,4,1.55,41.05,2.08,22.52,3.511,5.464,31.802,36.987
2025-07-16 19:00,3,4,2,3,1,4,1.78,59.76,2.13,25.81,3.358,2.159,35.16,39.146
2025-07-16 19:10,4,5,6,3,1,4,1.95,76.5,2.28,36.72,3.956,2.159,39.116,41.305
2025-07-16 19:20,3,3,3,1,0,4,2.01,83.03,2.91,112.01,2.728,0.732,41.844,42.037
2025-07-16 19:30,4,5,4,3,1,2,2.03,85.29,3.12,143.74,3.422,2.037,45.266,44.074
2025-07-16 19:40,5,4,4,1,0,2,2.03,85.29,3.33,177.13,2.937,0.61,48.203,44.684
2025-07-16 19:50,2,3,3,0,0,0,1.97,78.64,3.52,209.45,1.489,0,49.692,44.684
2025-07-16 20:00,0,1,0,1,0,0,1.88,69.3,3.66,234.61,0.447,0.488,50.139,45.172
2025-07-16 20:10,1,2,2,0,0,1,1.79,60.68,3.75,251.39,1.19,0.061,51.329,45.233
2025-07-16 20:20,2,0,1,0,1,0,1.7,52.76,3.79,258.99,0.463,0.451,51.792,45.684
2025-07-16 20:30,0,0,0,0,0,0,1.61,45.52,3.76,253.28,0,0,51.792,45.684
2025-07-16 20:40,0,0,0,3,0,5,1.54,40.34,3.69,240.16,1.477,1.769,53.269,47.453
2025-07-16 20:50,0,4,0,1,0,2,1.48,36.2,3.59,221.89,2.068,0.61,55.337,48.063
2025-07-16 21:00,0,0,1,0,0,0,1.43,32.97,3.47,200.73,0.016,0,55.353,48.063
2025-07-16 21:10,1,0,0,0,0,0,1.39,30.51,3.36,182.09,0.161,0,55.514,48.063
2025-07-16 21:20,0,0,0,0,0,0,1.36,28.75,3.26,165.78,0,0,55.514,48.063
2025-07-16 21:30,0,1,0,0,0,0,1.32,26.5,3.18,153.17,0.373,0,55.887,48.063
2025-07-16 21:40,0,0,0,0,0,0,1.29,24.8,3.11,142.17,0,0,55.887,48.063
2025-07-16 21:50,0,0,0,0,0,0,1.25,22.56,3.04,131.34,0,0,55.887,48.063
2025-07-16 22:00,0,0,1,0,0,0,1.23,21.47,2.98,122.29,0.016,0,55.903,48.063
2025-07-16 22:10,0,0,0,0,0,0,1.2,19.88,2.92,113.46,0,0,55.903,48.063
2025-07-16 22:20,0,0,0,0,0,0,1.18,18.85,2.85,103.45,0,0,55.903,48.063
2025-07-16 22:30,0,0,0,1,1,1,1.16,17.85,2.8,96.49,0.45,1,56.353,49.063
2025-07-16 22:40,0,0,0,0,1,0,1.14,16.86,2.77,92.39,0.125,0.451,56.478,49.514
2025-07-16 22:50,0,1,0,0,0,0,1.12,15.9,2.75,89.69,0.373,0,56.851,49.514
2025-07-16 23:00,0,0,0,0,0,0,1.1,14.97,2.72,85.7,0,0,56.851,49.514
2025-07-16 23:10,0,0,0,0,0,0,1.09,14.51,2.67,79.18,0,0,56.851,49.514
2025-07-16 23:20,0,0,1,0,0,0,1.08,14.06,2.61,71.59,0.016,0,56.867,49.514
2025-07-16 23:30,0,0,0,0,0,0,1.06,13.17,2.56,65.46,0,0,56.867,49.514
2025-07-16 23:40,0,0,0,0,0,1,1.06,13.17,2.51,59.53,0.251,0.061,57.118,49.575
2025-07-16 23:50,0,0,0,1,0,4,1.05,12.74,2.46,53.78,1.078,0.732,58.196,50.307
2025-07-17 0:00,2,2,1,0,0,3,1.05,12.74,2.42,49.33,1.837,0.183,60.033,50.49
2025-07-17 0:10,0,0,1,4,1,4,1.05,12.74,2.38,45.02,1.441,2.647,61.474,53.137
2025-07-17 0:20,5,4,2,2,1,5,1.05,12.74,2.35,42.31,3.857,1.732,65.331,54.869
2025-07-17 0:30,8,3,4,0,0,3,1.06,13.17,2.32,39.87,3.224,0.183,68.555,55.052
2025-07-17 0:40,1,5,3,0,0,0,1.08,14.06,2.31,39.07,2.074,0,70.629,55.052
2025-07-17 0:50,0,1,1,2,0,0,1.09,14.51,2.32,39.87,0.537,0.976,71.166,56.028
2025-07-17 1:00,2,0,0,0,11,0,1.09,14.51,2.33,40.68,1.697,4.961,72.863,60.989
2025-07-17 1:10,2,1,2,3,0,2,1.12,15.9,2.35,42.31,1.451,1.586,74.314,62.575
2025-07-17 1:20,2,0,1,1,1,1,1.19,19.37,2.39,46.08,0.788,1,75.102,63.575
