time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2022-06-23 6:50,0,0,0,0,0,0,0.83,1.45,1.76,4.7,0,0,0,0
2022-06-23 7:00,0,0,0,0,0,0,0.83,1.45,1.76,4.78,0,0,0,0
2022-06-23 7:10,0,0,0,0,0,0,0.83,1.45,1.76,5.01,0,0,0,0
2022-06-23 7:20,0,0,0,0,0,0,0.82,1.32,1.76,5.08,0,0,0,0
2022-06-23 7:30,0,0,0,0,0,0,0.82,1.32,1.76,5.05,0,0,0,0
2022-06-23 7:40,0,0,0,0,0,0,0.82,1.32,1.76,4.79,0,0,0,0
2022-06-23 7:50,0,0,0,0,0,0,0.82,1.32,1.76,4.71,0,0,0,0
2022-06-23 8:00,0,0,0,0,0,0,0.82,1.32,1.76,4.98,0,0,0,0
2022-06-23 8:10,0,0,0,0,0,0,0.82,1.32,1.77,5.14,0,0,0,0
2022-06-23 8:20,0,0,0,0,0,0,0.81,1.2,1.77,5.33,0,0,0,0
2022-06-23 8:30,0,0,0,0,0,0,0.81,1.2,1.77,5.52,0,0,0,0
2022-06-23 8:40,0,0,0,0,0,0,0.81,1.2,1.78,5.23,0,0,0,0
2022-06-23 8:50,0,0,0,0,0,0,0.81,1.2,1.78,5.12,0,0,0,0
2022-06-23 9:00,0,0,0,0,0,0,0.81,1.2,1.79,5.52,0,0,0,0
2022-06-23 9:10,0,0,0,0,0,0,0.81,1.2,1.79,5.56,0,0,0,0
2022-06-23 9:20,0,0,0,0,0,0,0.81,1.2,1.79,5.37,0,0,0,0
2022-06-23 9:30,0,0,0,0,0,0,0.8,1.08,1.79,5.62,0,0,0,0
2022-06-23 9:40,0,0,0,0,0,0,0.8,1.08,1.8,5.82,0,0,0,0
2022-06-23 9:50,0,0,0,0,0,0,0.8,1.08,1.8,5.6,0,0,0,0
2022-06-23 10:00,0,0,0,0,0,0,0.8,1.08,1.81,5.64,0,0,0,0
2022-06-23 10:10,0,0,0,0,0,0,0.8,1.08,1.81,5.64,0,0,0,0
2022-06-23 10:20,0,0,0,0,0,0,0.8,1.08,1.81,5.56,0,0,0,0
