time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),서울시(대곡교)_WL,성남시(궁내교)_WL,대곡교_Ti,궁내교_Ti
2022-08-07 21:10,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 21:20,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 21:30,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 21:40,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 21:50,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 22:00,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 22:10,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 22:20,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 22:30,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 22:40,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 22:50,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 23:00,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 23:10,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 23:20,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 23:30,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 23:40,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-07 23:50,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 0:00,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 0:10,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 0:20,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 0:30,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 0:40,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 0:50,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 1:00,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 1:10,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 1:20,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 1:30,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 1:40,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 1:50,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 2:00,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 2:10,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 2:20,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 2:30,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 2:40,0,0,0,0,0,0,2.18,1.06,0,0
2022-08-08 2:50,0,0,0,0,0,0,2.18,1.05,0,0
2022-08-08 3:00,0,0,0,0,0,0,2.18,1.05,0,0
2022-08-08 3:10,0,0,0,0,0,0,2.18,1.05,0,0
2022-08-08 3:20,0,0,0,0,0,0,2.17,1.05,0,0
2022-08-08 3:30,0,0,0,0,0,0,2.17,1.05,0,0
2022-08-08 3:40,0,0,0,0,0,0,2.17,1.05,0,0
2022-08-08 3:50,0,0,0,0,0,0,2.17,1.05,0,0
2022-08-08 4:00,0,0,0,0,0,0,2.17,1.05,0,0
2022-08-08 4:10,0,0,0,0,0,0,2.17,1.04,0,0
2022-08-08 4:20,0,0,0,0,0,0,2.17,1.04,0,0
2022-08-08 4:30,0,0,0,0,0,0,2.17,1.04,0,0
2022-08-08 4:40,0,0,0,0,0,0,2.17,1.03,0,0
2022-08-08 4:50,0,0,0,0,0,0,2.16,1.03,0,0
2022-08-08 5:00,0,0,0,0,0,0,2.16,1.03,0,0
2022-08-08 5:10,0,0,0,0,0,0,2.16,1.02,0,0
2022-08-08 5:20,0,0,0,0,0,0,2.16,1.02,0,0
2022-08-08 5:30,0,0,0,0,0,0,2.16,1.02,0,0
2022-08-08 5:40,0,0,0,0,0,0,2.16,1.01,0,0
2022-08-08 5:50,0,0,0,0,0,0,2.16,1.01,0,0
2022-08-08 6:00,0,0,0,0,0,0,2.16,1.01,0,0
2022-08-08 6:10,0,0,0,0,0,0,2.16,1.01,0,0
2022-08-08 6:20,0,0,0,0,0,0,2.16,1,0,0
2022-08-08 6:30,0,0,0,0,0,0,2.16,1,0,0
2022-08-08 6:40,0,0,1,0,0,0,2.16,1,0.016,0
2022-08-08 6:50,0,0,0,0,0,0,2.16,1,0,0
2022-08-08 7:00,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 7:10,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 7:20,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 7:30,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 7:40,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 7:50,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 8:00,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 8:10,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 8:20,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 8:30,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 8:40,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 8:50,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 9:00,0,0,1,0,0,0,2.15,0.99,0.016,0
2022-08-08 9:10,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 9:20,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 9:30,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 9:40,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 9:50,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 10:00,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 10:10,0,0,0,0,0,0,2.15,0.99,0,0
2022-08-08 10:20,0,0,0,0,0,0,2.15,1,0,0
2022-08-08 10:30,0,0,0,0,0,0,2.15,1,0,0
2022-08-08 10:40,0,0,0,0,0,0,2.15,1.01,0,0
