time,성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,궁내교_Ti
2020-08-01 17:20,0,0,0,1.13,5.41,0
2020-08-01 17:30,0,0,0,1.12,5.11,0
2020-08-01 17:40,0,0,0,1.11,4.82,0
2020-08-01 17:50,0,0,0,1.1,4.54,0
2020-08-01 18:00,0,0,0,1.1,4.54,0
2020-08-01 18:10,0,0,0,1.09,4.27,0
2020-08-01 18:20,0,0,0,1.08,4.02,0
2020-08-01 18:30,0,0,0,1.08,4.02,0
2020-08-01 18:40,0,0,0,1.07,3.77,0
2020-08-01 18:50,0,0,0,1.07,3.77,0
2020-08-01 19:00,0,0,0,1.07,3.77,0
2020-08-01 19:10,0,0,0,1.06,3.54,0
2020-08-01 19:20,0,0,0,1.06,3.54,0
2020-08-01 19:30,0,0,0,1.05,3.31,0
2020-08-01 19:40,0,0,0,1.05,3.31,0
2020-08-01 19:50,0,0,0,1.05,3.31,0
2020-08-01 20:00,0,0,0,1.04,3.1,0
2020-08-01 20:10,0,0,0,1.04,3.1,0
2020-08-01 20:20,0,0,0,1.04,3.1,0
2020-08-01 20:30,0,0,0,1.03,2.9,0
2020-08-01 20:40,0,0,0,1.03,2.9,0
2020-08-01 20:50,0,0,0,1.03,2.9,0
2020-08-01 21:00,0,0,0,1.03,2.9,0
2020-08-01 21:10,0,0,0,1.03,2.9,0
2020-08-01 21:20,0,0,0,1.02,2.7,0
2020-08-01 21:30,0,0,0,1.02,2.7,0
2020-08-01 21:40,0,0,0,1.02,2.7,0
2020-08-01 21:50,2,0,1,1.02,2.7,1.037
2020-08-01 22:00,1,3,0,1.02,2.7,1.841
2020-08-01 22:10,1,2,1,1.02,2.7,1.451
2020-08-01 22:20,1,9,0,1.02,2.7,4.547
2020-08-01 22:30,6,7,6,1.07,3.77,6.451
2020-08-01 22:40,3,3,10,1.15,6.05,3.427
2020-08-01 22:50,3,1,1,1.24,9.59,1.976
2020-08-01 23:00,1,0,3,1.35,15.42,0.671
2020-08-01 23:10,0,1,1,1.45,22.12,0.512
2020-08-01 23:20,0,0,1,1.53,28.61,0.061
2020-08-01 23:30,5,0,0,1.6,35.18,2.44
2020-08-01 23:40,1,2,0,1.61,36.19,1.39
2020-08-01 23:50,1,3,0,1.59,34.19,1.841
2020-08-02 0:00,1,2,0,1.55,30.4,1.39
2020-08-02 0:10,1,7,0,1.54,29.5,3.645
2020-08-02 0:20,1,5,0,1.53,28.61,2.743
2020-08-02 0:30,2,3,1,1.54,29.5,2.39
2020-08-02 0:40,2,2,1,1.63,38.26,1.939
2020-08-02 0:50,5,3,3,1.77,54.87,3.976
2020-08-02 1:00,7,5,2,1.89,68.06,5.793
2020-08-02 1:10,4,3,1,1.97,76.69,3.366
2020-08-02 1:20,1,2,1,2,80.05,1.451
2020-08-02 1:30,9,10,0,2.02,82.33,8.902
2020-08-02 1:40,8,8,3,2.07,88.16,7.695
2020-08-02 1:50,4,4,0,2.14,96.63,3.756
2020-08-02 2:00,4,1,7,2.22,106.75,2.83
2020-08-02 2:10,2,0,4,2.35,125.66,1.22
2020-08-02 2:20,1,3,0,2.44,141.42,1.841
2020-08-02 2:30,0,2,0,2.46,145.06,0.902
2020-08-02 2:40,0,4,1,2.43,139.62,1.865
2020-08-02 2:50,0,1,0,2.35,125.66,0.451
2020-08-02 3:00,1,1,0,2.27,113.32,0.939
2020-08-02 3:10,0,1,0,2.19,102.9,0.451
2020-08-02 3:20,0,0,0,2.15,97.87,0
2020-08-02 3:30,0,0,0,2.13,95.4,0
2020-08-02 3:40,0,0,1,2.11,92.95,0.061
2020-08-02 3:50,1,0,0,2.07,88.16,0.488
2020-08-02 4:00,0,1,1,2.01,81.19,0.512
2020-08-02 4:10,0,0,0,1.95,74.49,0
2020-08-02 4:20,0,0,0,1.91,70.17,0
2020-08-02 4:30,1,0,1,1.86,64.95,0.549
2020-08-02 4:40,0,0,0,1.83,61.9,0
2020-08-02 4:50,0,0,0,1.79,57.56,0
2020-08-02 5:00,0,1,0,1.76,53.56,0.451
