time	성남시(대장동)	성남시(구미초교)	성남시(한국학중앙연구원)	성남시(궁내교)_WL	궁내교_Ti
2022-08-07 21:10	0	0	0	1.06	0
2022-08-07 21:20	0	0	0	1.06	0
2022-08-07 21:30	0	0	0	1.06	0
2022-08-07 21:40	0	0	0	1.06	0
2022-08-07 21:50	0	0	0	1.06	0
2022-08-07 22:00	0	0	0	1.06	0
2022-08-07 22:10	0	0	0	1.06	0
2022-08-07 22:20	0	0	0	1.06	0
2022-08-07 22:30	0	0	0	1.06	0
2022-08-07 22:40	0	0	0	1.06	0
2022-08-07 22:50	0	0	0	1.06	0
2022-08-07 23:00	0	0	0	1.06	0
2022-08-07 23:10	0	0	0	1.06	0
2022-08-07 23:20	0	0	0	1.06	0
2022-08-07 23:30	0	0	0	1.06	0
2022-08-07 23:40	0	0	0	1.06	0
2022-08-07 23:50	0	0	0	1.06	0
2022-08-08 0:00	0	0	0	1.06	0
2022-08-08 0:10	0	0	0	1.06	0
2022-08-08 0:20	0	0	0	1.06	0
2022-08-08 0:30	0	0	0	1.06	0
2022-08-08 0:40	0	0	0	1.06	0
2022-08-08 0:50	0	0	0	1.06	0
2022-08-08 1:00	0	0	0	1.06	0
2022-08-08 1:10	0	0	0	1.06	0
2022-08-08 1:20	0	0	0	1.06	0
2022-08-08 1:30	0	0	0	1.06	0
2022-08-08 1:40	0	0	0	1.06	0
2022-08-08 1:50	0	0	0	1.06	0
2022-08-08 2:00	0	0	0	1.06	0
2022-08-08 2:10	0	0	0	1.06	0
2022-08-08 2:20	0	0	0	1.06	0
2022-08-08 2:30	0	0	0	1.06	0
2022-08-08 2:40	0	0	0	1.06	0
2022-08-08 2:50	0	0	0	1.05	0
2022-08-08 3:00	0	0	0	1.05	0
2022-08-08 3:10	0	0	0	1.05	0
2022-08-08 3:20	0	0	0	1.05	0
2022-08-08 3:30	0	0	0	1.05	0
2022-08-08 3:40	0	0	0	1.05	0
2022-08-08 3:50	0	0	0	1.05	0
2022-08-08 4:00	0	0	0	1.05	0
2022-08-08 4:10	0	0	0	1.04	0
2022-08-08 4:20	0	0	0	1.04	0
2022-08-08 4:30	0	0	0	1.04	0
2022-08-08 4:40	0	0	0	1.03	0
2022-08-08 4:50	0	0	0	1.03	0
2022-08-08 5:00	0	0	0	1.03	0
2022-08-08 5:10	0	0	0	1.02	0
2022-08-08 5:20	0	0	0	1.02	0
2022-08-08 5:30	0	0	0	1.02	0
2022-08-08 5:40	0	0	0	1.01	0
2022-08-08 5:50	0	0	0	1.01	0
2022-08-08 6:00	0	0	0	1.01	0
2022-08-08 6:10	0	0	0	1.01	0
2022-08-08 6:20	0	0	0	1	0
2022-08-08 6:30	0	0	0	1	0
2022-08-08 6:40	0	0	0	1	0
2022-08-08 6:50	0	0	0	1	0
2022-08-08 7:00	0	0	0	0.99	0
2022-08-08 7:10	0	0	0	0.99	0
2022-08-08 7:20	0	0	0	0.99	0
2022-08-08 7:30	0	0	0	0.99	0
2022-08-08 7:40	0	0	0	0.99	0
2022-08-08 7:50	0	0	0	0.99	0
2022-08-08 8:00	0	0	0	0.99	0
2022-08-08 8:10	0	0	0	0.99	0
2022-08-08 8:20	0	0	0	0.99	0
2022-08-08 8:30	0	0	0	0.99	0
2022-08-08 8:40	0	0	0	0.99	0
2022-08-08 8:50	0	0	0	0.99	0
2022-08-08 9:00	0	0	0	0.99	0
2022-08-08 9:10	0	0	0	0.99	0
2022-08-08 9:20	0	0	0	0.99	0
2022-08-08 9:30	0	0	0	0.99	0
2022-08-08 9:40	0	0	0	0.99	0
2022-08-08 9:50	0	0	0	0.99	0
2022-08-08 10:00	0	0	0	0.99	0
2022-08-08 10:10	0	0	0	0.99	0
2022-08-08 10:20	0	0	0	1	0
2022-08-08 10:30	0	0	0	1	0
2022-08-08 10:40	0	0	0	1.01	0
2022-08-08 10:50	0	0	0	1.01	0
2022-08-08 11:00	0	0	0	1.02	0
2022-08-08 11:10	0	0	0	1.02	0
2022-08-08 11:20	0	0	0	1.02	0
2022-08-08 11:30	0	0	0	1.02	0
2022-08-08 11:40	0	0	0	1.02	0
2022-08-08 11:50	0	0	0	1.02	0
2022-08-08 12:00	0	0	0	1.03	0
2022-08-08 12:10	0	0	0	1.03	0
2022-08-08 12:20	0	1	0	1.03	0.451
2022-08-08 12:30	1	0	1	1.03	0.549
2022-08-08 12:40	0	0	0	1.03	0
2022-08-08 12:50	1	1	1	1.03	1
2022-08-08 13:00	2	0	4	1.03	1.22
2022-08-08 13:10	2	2	11	1.03	2.549
2022-08-08 13:20	8	4	10	1.05	6.318
2022-08-08 13:30	16	7	5	1.12	11.27
2022-08-08 13:40	6	11	2	1.26	8.011
2022-08-08 13:50	2	5	1	1.44	3.292
2022-08-08 14:00	0	0	1	1.49	0.061
2022-08-08 14:10	1	1	1	1.58	1
2022-08-08 14:20	0	0	0	1.75	0
2022-08-08 14:30	1	1	1	1.87	1
2022-08-08 14:40	0	1	0	1.91	0.451
2022-08-08 14:50	1	0	0	1.88	0.488
2022-08-08 15:00	0	0	0	1.82	0
2022-08-08 15:10	0	0	0	1.76	0
2022-08-08 15:20	0	0	0	1.71	0
2022-08-08 15:30	1	0	1	1.66	0.549
2022-08-08 15:40	0	1	4	1.61	0.695
2022-08-08 15:50	7	1	7	1.56	4.294
2022-08-08 16:00	2	0	2	1.55	1.098
2022-08-08 16:10	3	4	1	1.55	3.329
2022-08-08 16:20	0	1	0	1.55	0.451
2022-08-08 16:30	0	0	1	1.53	0.061
2022-08-08 16:40	0	0	0	1.5	0
2022-08-08 16:50	0	0	0	1.49	0
2022-08-08 17:00	0	0	0	1.49	0
2022-08-08 17:10	0	0	0	1.49	0
2022-08-08 17:20	0	0	0	1.48	0
2022-08-08 17:30	0	0	0	1.48	0
2022-08-08 17:40	0	0	0	1.48	0
2022-08-08 17:50	1	3	0	1.47	1.841
2022-08-08 18:00	3	0	12	1.45	2.196
2022-08-08 18:10	16	7	21	1.45	12.246
2022-08-08 18:20	2	11	2	1.5	6.059
2022-08-08 18:30	4	3	1	1.6	3.366
2022-08-08 18:40	0	2	0	1.68	0.902
2022-08-08 18:50	0	0	0	1.82	0
2022-08-08 19:00	2	0	0	1.98	0.976
2022-08-08 19:10	0	1	0	2.09	0.451
2022-08-08 19:20	0	0	0	2.11	0
2022-08-08 19:30	0	0	1	2.11	0.061
2022-08-08 19:40	0	0	0	2.05	0
2022-08-08 19:50	0	0	0	1.97	0
2022-08-08 20:00	0	0	0	1.9	0
2022-08-08 20:10	0	0	0	1.82	0
2022-08-08 20:20	0	0	0	1.76	0
2022-08-08 20:30	0	0	0	1.7	0
2022-08-08 20:40	3	0	4	1.65	1.708
2022-08-08 20:50	1	2	4	1.61	1.634
2022-08-08 21:00	1	1	2	1.59	1.061
2022-08-08 21:10	1	0	1	1.56	0.549
2022-08-08 21:20	3	0	1	1.54	1.525
2022-08-08 21:30	4	1	3	1.54	2.586
2022-08-08 21:40	2	1	3	1.54	1.61
2022-08-08 21:50	2	1	2	1.54	1.549
2022-08-08 22:00	2	1	4	1.55	1.671
2022-08-08 22:10	1	1	4	1.57	1.183
2022-08-08 22:20	4	2	7	1.59	3.281
2022-08-08 22:30	5	3	6	1.62	4.159
2022-08-08 22:40	10	6	6	1.69	7.952
2022-08-08 22:50	12	6	11	1.82	9.233
2022-08-08 23:00	17	13	19	2	15.318
2022-08-08 23:10	24	14	27	2.22	19.673
2022-08-08 23:20	23	21	13	2.55	21.488
2022-08-08 23:30	17	15	11	2.94	15.732
2022-08-08 23:40	20	13	16	3.47	16.599
2022-08-08 23:50	8	10	2	3.98	8.536
2022-08-09 0:00	8	12	2	4.35	9.438
2022-08-09 0:10	6	7	1	4.62	6.146
2022-08-09 0:20	3	3	0	4.75	2.817
2022-08-09 0:30	0	1	0	4.83	0.451
2022-08-09 0:40	0	0	0	4.69	0
2022-08-09 0:50	0	0	0	4.5	0
2022-08-09 1:00	0	0	0	4.28	0
2022-08-09 1:10	0	0	0	4.07	0
2022-08-09 1:20	0	0	0	3.87	0
2022-08-09 1:30	0	0	0	3.69	0
2022-08-09 1:40	0	0	0	3.51	0
2022-08-09 1:50	0	0	0	3.34	0
2022-08-09 2:00	6	0	1	3.19	2.989
2022-08-09 2:10	11	12	1	3.08	10.841
2022-08-09 2:20	14	7	11	3.04	10.66
2022-08-09 2:30	11	10	3	3.05	10.061
2022-08-09 2:40	5	10	3	3.13	7.133
2022-08-09 2:50	6	5	2	3.36	5.305
2022-08-09 3:00	7	5	1	3.8	5.732
2022-08-09 3:10	5	8	0	3.96	6.048
2022-08-09 3:20	0	1	1	4.02	0.512
2022-08-09 3:30	1	0	1	4.03	0.549
2022-08-09 3:40	1	1	0	4.02	0.939
2022-08-09 3:50	0	0	2	3.96	0.122
2022-08-09 4:00	1	0	0	3.84	0.488
2022-08-09 4:10	0	1	0	3.72	0.451
2022-08-09 4:20	0	0	0	3.6	0
2022-08-09 4:30	1	1	0	3.48	0.939
2022-08-09 4:40	0	1	1	3.36	0.512
2022-08-09 4:50	2	0	5	3.24	1.281
2022-08-09 5:00	3	0	9	3.14	2.013
2022-08-09 5:10	6	3	5	3.06	4.586
2022-08-09 5:20	5	6	3	3.02	5.329
2022-08-09 5:30	4	3	2	3.01	3.427
2022-08-09 5:40	0	1	0	3.01	0.451
2022-08-09 5:50	1	0	1	3.05	0.549
2022-08-09 6:00	1	0	1	3.1	0.549
2022-08-09 6:10	0	0	1	3.15	0.061
2022-08-09 6:20	1	1	0	3.16	0.939
2022-08-09 6:30	0	0	0	3.14	0
2022-08-09 6:40	0	0	1	3.07	0.061
2022-08-09 6:50	0	0	0	2.99	0
2022-08-09 7:00	0	0	0	2.9	0
2022-08-09 7:10	0	1	0	2.82	0.451
2022-08-09 7:20	0	0	0	2.76	0
2022-08-09 7:30	1	0	0	2.71	0.488
2022-08-09 7:40	0	0	0	2.67	0
2022-08-09 7:50	0	1	0	2.63	0.451
2022-08-09 8:00	0	0	1	2.6	0.061
2022-08-09 8:10	1	5	0	2.56	2.743
2022-08-09 8:20	1	1	1	2.54	1
2022-08-09 8:30	0	0	0	2.53	0
2022-08-09 8:40	0	1	0	2.56	0.451
2022-08-09 8:50	0	0	0	2.61	0
2022-08-09 9:00	1	0	0	2.64	0.488
2022-08-09 9:10	0	1	0	2.64	0.451
2022-08-09 9:20	0	0	1	2.64	0.061
2022-08-09 9:30	0	0	0	2.59	0
2022-08-09 9:40	2	0	1	2.53	1.037
2022-08-09 9:50	2	0	1	2.48	1.037
2022-08-09 10:00	1	0	0	2.44	0.488
2022-08-09 10:10	0	1	2	2.42	0.573
2022-08-09 10:20	1	0	2	2.41	0.61
2022-08-09 10:30	2	1	3	2.4	1.61
2022-08-09 10:40	1	0	5	2.4	0.793
2022-08-09 10:50	0	0	2	2.4	0.122
2022-08-09 11:00	0	0	0	2.39	0
2022-08-09 11:10	0	0	1	2.38	0.061
2022-08-09 11:20	1	1	0	2.37	0.939
2022-08-09 11:30	1	0	1	2.35	0.549
