time	성남시(대장동)	성남시(구미초교)	성남시(한국학중앙연구원)	성남시(궁내교)_WL	궁내교_Ti
2014-08-20 10:50	0	0	0	0.96	0
2014-08-20 11:00	0	0	0	0.96	0
2014-08-20 11:10	0	0	0	0.96	0
2014-08-20 11:20	0	0	0	0.96	0
2014-08-20 11:30	0	0	0	0.99	0
2014-08-20 11:40	0	0	0	0.99	0
2014-08-20 11:50	0	0	0	0.99	0
2014-08-20 12:00	0	0	0	0.99	0
2014-08-20 12:10	0	0	0	0.99	0
2014-08-20 12:20	0	0	0	0.99	0
2014-08-20 12:30	0	0	0	0.99	0
2014-08-20 12:40	0	0	0	0.99	0
2014-08-20 12:50	0	0	0	0.99	0
2014-08-20 13:00	0	0	0	0.99	0
2014-08-20 13:10	0	0	0	0.99	0
2014-08-20 13:20	0	0	0	0.99	0
2014-08-20 13:30	0	0	0	0.99	0
2014-08-20 13:40	0	0	0	0.99	0
2014-08-20 13:50	0	0	0	0.99	0
2014-08-20 14:00	0	0	0	0.99	0
2014-08-20 14:10	0	0	0	0.99	0
2014-08-20 14:20	0	0	0	0.99	0
2014-08-20 14:30	0	0	0	0.99	0
2014-08-20 14:40	0	0	0	0.99	0
2014-08-20 14:50	0	0	0	0.99	0
2014-08-20 15:00	0	0	0	0.99	0
2014-08-20 15:10	0	0	0	0.99	0
2014-08-20 15:20	0	0	0	0.99	0
2014-08-20 15:30	0	0	0	0.99	0
2014-08-20 15:40	0	0	0	0.99	0
2014-08-20 15:50	0	0	0	0.99	0
2014-08-20 16:00	0	0	0	0.99	0
2014-08-20 16:10	0	0	0	0.99	0
2014-08-20 16:20	0	0	0	0.99	0
2014-08-20 16:30	0	0	0	0.99	0
2014-08-20 16:40	0	0	0	0.99	0
2014-08-20 16:50	0	0	0	0.99	0
2014-08-20 17:00	0	0	0	0.99	0
2014-08-20 17:10	0	0	0	0.99	0
2014-08-20 17:20	0	0	0	0.99	0
2014-08-20 17:30	0	0	0	0.99	0
2014-08-20 17:40	0	0	0	0.99	0
2014-08-20 17:50	0	0	0	0.99	0
2014-08-20 18:00	0	0	0	0.99	0
2014-08-20 18:10	0	0	0	0.99	0
2014-08-20 18:20	0	0	0	0.99	0
2014-08-20 18:30	0	0	0	0.99	0
2014-08-20 18:40	0	0	0	0.99	0
2014-08-20 18:50	0	0	0	0.99	0
2014-08-20 19:00	0	0	0	0.99	0
2014-08-20 19:10	0	0	0	0.99	0
2014-08-20 19:20	0	0	0	0.99	0
2014-08-20 19:30	0	0	0	0.99	0
2014-08-20 19:40	0	0	0	0.99	0
2014-08-20 19:50	0	0	0	0.99	0
2014-08-20 20:00	0	0	0	0.99	0
2014-08-20 20:10	0	0	0	0.99	0
