time	성남시(대장동)	성남시(구미초교)	성남시(한국학중앙연구원)	성남시(궁내교)_WL	궁내교_Ti
2022-06-29 8:20	0	0	0	1.12	0
2022-06-29 8:30	0	0	0	1.12	0
2022-06-29 8:40	0	0	0	1.11	0
2022-06-29 8:50	0	0	0	1.11	0
2022-06-29 9:00	0	0	0	1.1	0
2022-06-29 9:10	0	0	0	1.1	0
2022-06-29 9:20	0	0	0	1.09	0
2022-06-29 9:30	0	0	0	1.09	0
2022-06-29 9:40	0	0	0	1.08	0
2022-06-29 9:50	0	0	0	1.08	0
2022-06-29 10:00	0	0	0	1.07	0
2022-06-29 10:10	0	0	0	1.07	0
2022-06-29 10:20	0	0	0	1.07	0
2022-06-29 10:30	0	0	0	1.06	0
2022-06-29 10:40	0	0	0	1.06	0
2022-06-29 10:50	0	0	0	1.06	0
2022-06-29 11:00	0	0	0	1.06	0
2022-06-29 11:10	0	0	0	1.05	0
2022-06-29 11:20	0	0	0	1.05	0
2022-06-29 11:30	0	0	0	1.05	0
2022-06-29 11:40	0	0	0	1.05	0
2022-06-29 11:50	0	1	0	1.04	0.451
2022-06-29 12:00	0	1	0	1.04	0.451
2022-06-29 12:10	1	0	1	1.04	0.549
2022-06-29 12:20	0	0	0	1.04	0
2022-06-29 12:30	0	0	0	1.04	0
2022-06-29 12:40	1	1	0	1.04	0.939
2022-06-29 12:50	1	1	1	1.04	1
2022-06-29 13:00	0	1	0	1.04	0.451
2022-06-29 13:10	0	4	0	1.05	1.804
2022-06-29 13:20	5	0	1	1.06	2.501
2022-06-29 13:30	0	0	0	1.08	0
2022-06-29 13:40	0	0	0	1.11	0
2022-06-29 13:50	0	0	0	1.15	0
2022-06-29 14:00	0	0	0	1.2	0
2022-06-29 14:10	0	0	0	1.25	0
2022-06-29 14:20	0	0	0	1.28	0
2022-06-29 14:30	0	0	0	1.29	0
2022-06-29 14:40	0	0	0	1.29	0
2022-06-29 14:50	0	2	1	1.29	0.963
2022-06-29 15:00	0	0	0	1.29	0
2022-06-29 15:10	0	0	0	1.27	0
2022-06-29 15:20	0	0	0	1.26	0
2022-06-29 15:30	0	0	0	1.24	0
2022-06-29 15:40	0	0	0	1.23	0
2022-06-29 15:50	0	0	0	1.22	0
2022-06-29 16:00	0	0	0	1.22	0
2022-06-29 16:10	0	0	0	1.21	0
2022-06-29 16:20	0	0	0	1.2	0
2022-06-29 16:30	0	0	0	1.19	0
2022-06-29 16:40	0	0	0	1.18	0
2022-06-29 16:50	0	0	0	1.17	0
2022-06-29 17:00	0	0	0	1.17	0
2022-06-29 17:10	0	0	0	1.16	0
2022-06-29 17:20	0	0	0	1.15	0
2022-06-29 17:30	0	1	0	1.14	0.451
2022-06-29 17:40	0	0	0	1.14	0
2022-06-29 17:50	0	0	0	1.13	0
2022-06-29 18:00	0	0	0	1.12	0
2022-06-29 18:10	0	0	0	1.12	0
2022-06-29 18:20	0	0	0	1.11	0
2022-06-29 18:30	0	0	0	1.11	0
2022-06-29 18:40	0	0	0	1.1	0
2022-06-29 18:50	1	0	2	1.1	0.61
2022-06-29 19:00	0	1	0	1.1	0.451
2022-06-29 19:10	0	0	0	1.1	0
2022-06-29 19:20	0	0	0	1.1	0
2022-06-29 19:30	1	0	1	1.1	0.549
2022-06-29 19:40	0	0	1	1.1	0.061
2022-06-29 19:50	1	0	2	1.1	0.61
2022-06-29 20:00	0	1	0	1.1	0.451
2022-06-29 20:10	0	1	0	1.1	0.451
2022-06-29 20:20	1	0	6	1.1	0.854
2022-06-29 20:30	2	0	1	1.1	1.037
2022-06-29 20:40	0	2	1	1.1	0.963
2022-06-29 20:50	0	0	0	1.1	0
2022-06-29 21:00	0	1	0	1.12	0.451
2022-06-29 21:10	1	0	0	1.13	0.488
2022-06-29 21:20	1	0	1	1.14	0.549
2022-06-29 21:30	1	0	1	1.14	0.549
2022-06-29 21:40	0	0	0	1.15	0
2022-06-29 21:50	0	0	0	1.16	0
2022-06-29 22:00	0	0	0	1.16	0
2022-06-29 22:10	0	0	1	1.16	0.061
2022-06-29 22:20	1	1	0	1.16	0.939
2022-06-29 22:30	0	0	0	1.16	0
2022-06-29 22:40	1	1	0	1.16	0.939
2022-06-29 22:50	1	3	0	1.16	1.841
2022-06-29 23:00	2	5	2	1.16	3.353
2022-06-29 23:10	4	3	0	1.18	3.305
2022-06-29 23:20	2	1	2	1.22	1.549
2022-06-29 23:30	1	2	0	1.26	1.39
2022-06-29 23:40	1	1	1	1.32	1
2022-06-29 23:50	1	1	1	1.4	1
2022-06-30 0:00	1	1	1	1.46	1
