epoch,loss,val_loss
0,0.038415029644966125,0.027677277103066444
1,0.019875647500157356,0.021179769188165665
2,0.01749732531607151,0.024677608162164688
3,0.016398960724473,0.018704872578382492
4,0.015540961176156998,0.023924758657813072
5,0.014632766135036945,0.01764923520386219
6,0.013789459131658077,0.02073524333536625
7,0.013578260317444801,0.019328592345118523
8,0.012752246111631393,0.02087501809000969
9,0.012574482709169388,0.017861219123005867
10,0.01232701726257801,0.01648852601647377
11,0.011545966379344463,0.02286611497402191
12,0.011252491734921932,0.01739114336669445
13,0.010854566469788551,0.020995119586586952
14,0.01116141676902771,0.019715692847967148
15,0.010670021176338196,0.018190346658229828
16,0.010453952476382256,0.01854190230369568
17,0.009680012241005898,0.017437197268009186
18,0.009259152226150036,0.01892980933189392
19,0.009588677436113358,0.01800934039056301
20,0.00924467109143734,0.01934628188610077
