epoch,loss,val_loss
0,0.0061726998537778854,0.001758877420797944
1,0.0028958080802112818,0.0009168402175419033
2,0.0024722320958971977,0.0010008475510403514
3,0.002072392962872982,0.0013486231910064816
4,0.0020978038664907217,0.0008980081765912473
5,0.0019354175310581923,0.001496205455623567
6,0.002081959741190076,0.0013141529634594917
7,0.001870959997177124,0.0011845440603792667
8,0.0018646521493792534,0.0008466619765385985
9,0.0014834419125691056,0.0013452812563627958
10,0.001743568922393024,0.0008676839643158019
11,0.0013088396517559886,0.0009624996455386281
12,0.0014969886979088187,0.0009873342933133245
13,0.0013279422419145703,0.0008430923917330801
14,0.0011040393728762865,0.0011418554931879044
15,0.0013899533078074455,0.0009682496311143041
16,0.0012829081388190389,0.000979843782261014
17,0.001316423760727048,0.0010127671994268894
18,0.0010490608401596546,0.0008464322309009731
19,0.001062370603904128,0.0009707470308057964
20,0.0009222716325893998,0.0009124476346187294
21,0.0007170293247327209,0.001045605749823153
22,0.0005889525054953992,0.0008254803833551705
23,0.0004906654357910156,0.0005710608675144613
24,0.00046273888438008726,0.0006910508964210749
25,0.0004467457183636725,0.0007403768831863999
26,0.00035504254628904164,0.0006300046225078404
27,0.0003756867372430861,0.0011201328597962856
28,0.0004259471606928855,0.0007183041889220476
29,0.0004015611484646797,0.0006454765098169446
30,0.0003378588880877942,0.0006566272350028157
31,0.00027781439712271094,0.0005355704925023019
32,0.000348515750374645,0.0008552354411222041
33,0.0003644541429821402,0.0005788306589238346
34,0.0004953448660671711,0.0006259118672460318
35,0.00044577932567335665,0.0007149210432544351
36,0.0003364339063409716,0.0006088094669394195
37,0.000338678655680269,0.0008430428570136428
38,0.0004544628318399191,0.0012129363603889942
39,0.0005926744197495282,0.0007802547188475728
40,0.00043660294613800943,0.0007624612771905959
41,0.0003763786517083645,0.0005408143042586744
