epoch,loss,val_loss
0,0.04874390736222267,0.029266661033034325
1,0.02570265345275402,0.027766475453972816
2,0.02037002332508564,0.020658088847994804
3,0.017861120402812958,0.018462590873241425
4,0.01658523641526699,0.023506732657551765
5,0.015601006336510181,0.019076412543654442
6,0.015068911015987396,0.01856566034257412
7,0.014256316237151623,0.017795106396079063
8,0.01446537859737873,0.01665894314646721
9,0.01233266107738018,0.015966594219207764
10,0.012946103699505329,0.01464887335896492
11,0.011956791393458843,0.014813532121479511
12,0.012535055167973042,0.0172159131616354
13,0.011520154774188995,0.016574792563915253
14,0.01121788565069437,0.016533557325601578
15,0.011176790110766888,0.015534541569650173
16,0.010421020910143852,0.01504345703870058
17,0.010724610649049282,0.01670396514236927
18,0.01031110342592001,0.01442505419254303
19,0.010252800770103931,0.014136331155896187
20,0.009907673113048077,0.01595994643867016
21,0.009354481473565102,0.013629492372274399
22,0.00952148251235485,0.016538189724087715
23,0.00998474657535553,0.015071012079715729
24,0.008673024363815784,0.014793993905186653
25,0.008298545144498348,0.014734767377376556
26,0.008532381616532803,0.015002915635704994
27,0.008471393957734108,0.015321818180382252
28,0.008632340468466282,0.015217346139252186
29,0.00813650619238615,0.014215214177966118
30,0.008463198319077492,0.014909197576344013
31,0.008025877177715302,0.01402159221470356
