epoch,loss,val_loss
0,0.0009483887115493417,0.0012873074738308787
1,0.0006756930379197001,0.0015180824557319283
2,0.00043151757563464344,0.0012282880488783121
3,0.00034598971251398325,0.0007431907579302788
4,0.0002366363041801378,0.000685930484905839
5,0.000238559499848634,0.0005372566520236433
6,0.0002043142740149051,0.0006815669476054609
7,0.0001830005057854578,0.0006017513223923743
8,0.00016385114577133209,0.0007721130969002843
9,0.00016051095735747367,0.000664114486426115
10,0.00015420989075209945,0.0006513219559565187
11,0.00015117262955754995,0.0008272768463939428
12,0.00014488314627669752,0.0006776778609491885
13,0.00013460034097079188,0.000699932686984539
14,0.00014082761481404305,0.0006945444038137794
15,0.0001258110423805192,0.0006439954740926623
