epoch,loss,val_loss
0,0.033981651067733765,0.02137530781328678
1,0.018647056072950363,0.016973936930298805
2,0.016685521230101585,0.01458314061164856
3,0.015418179333209991,0.0202836561948061
4,0.01485413033515215,0.01842048019170761
5,0.014360573142766953,0.025060540065169334
6,0.014202112331986427,0.01789679005742073
7,0.01357316691428423,0.015242340974509716
8,0.01276833564043045,0.014233626425266266
9,0.012609819881618023,0.015623809769749641
10,0.012424829415977001,0.020069334656000137
11,0.012273079715669155,0.018113896250724792
12,0.01200022827833891,0.013706143014132977
13,0.012066374532878399,0.015314638614654541
14,0.012271088548004627,0.01553138718008995
15,0.011588094756007195,0.014276757836341858
16,0.011507348157465458,0.014797542244195938
17,0.010985384695231915,0.014252967201173306
18,0.011180205270648003,0.014807834289968014
19,0.010411582887172699,0.017383260652422905
20,0.010815718211233616,0.015137079171836376
21,0.010467631742358208,0.01444295421242714
22,0.010178778320550919,0.014482772909104824
