epoch,loss,val_loss
0,0.008115868084132671,0.0015312195755541325
1,0.004251506179571152,0.0011879649246111512
2,0.0029622241854667664,0.0009758608648553491
3,0.0030443514697253704,0.0017162513686344028
4,0.0029194955714046955,0.001150409341789782
5,0.002385364379733801,0.0015613993164151907
6,0.002596202539280057,0.0012364656431600451
7,0.0029878446366637945,0.0017118154792115092
8,0.0021693252492696047,0.0013364425394684076
9,0.0022167100105434656,0.0011314388830214739
10,0.001883009448647499,0.001467034569941461
11,0.0018290969310328364,0.001166778733022511
12,0.0017213369719684124,0.0010838820599019527
