epoch,loss,val_loss
0,0.07097292691469193,0.045855920761823654
1,0.03974144905805588,0.043481793254613876
2,0.035034727305173874,0.042085740715265274
3,0.031257010996341705,0.03202152997255325
4,0.029096154496073723,0.03617589548230171
5,0.025333544239401817,0.032604239881038666
6,0.02436237409710884,0.035806961357593536
7,0.02361452765762806,0.039828091859817505
8,0.02377563901245594,0.035392675548791885
9,0.021136779338121414,0.03509485721588135
10,0.020464051514863968,0.03667126223444939
11,0.019637053832411766,0.032571304589509964
12,0.018708795309066772,0.0310671366751194
13,0.01727648824453354,0.03231878951191902
14,0.016484886407852173,0.033261969685554504
15,0.01637638919055462,0.032543230801820755
16,0.0171329565346241,0.029754607006907463
17,0.015305188484489918,0.030516574159264565
18,0.015542120672762394,0.03295336663722992
19,0.01464173849672079,0.03665570914745331
20,0.0150613347068429,0.03204354643821716
21,0.014261878095567226,0.032990388572216034
22,0.014633758924901485,0.03399302065372467
23,0.01540771871805191,0.030996745452284813
24,0.015183408744633198,0.032612815499305725
25,0.013094368390738964,0.03350181505084038
26,0.013076192699372768,0.033619072288274765
