epoch,loss,val_loss
0,0.01070749294012785,0.002635768847540021
1,0.0025155607145279646,0.002515877364203334
2,0.0017805468523874879,0.0020972266793251038
3,0.0015324671985581517,0.0019979123026132584
4,0.0012321185786277056,0.00186275620944798
5,0.0009681496303528547,0.0018205685773864388
6,0.0007591794710606337,0.0018651107093319297
7,0.0005683830822817981,0.0018512499518692493
8,0.0005312052089720964,0.0019640838727355003
9,0.0006136189331300557,0.0020051468163728714
10,0.0005395703483372927,0.0019462979398667812
11,0.0005832529277540743,0.002194515895098448
12,0.0004578943189699203,0.002095229225233197
13,0.0003057029680348933,0.0019324527820572257
14,0.0003038295835722238,0.0019318551057949662
15,0.00026900184457190335,0.0020201685838401318
