time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti,대곡교_누적강우,궁내교_누적강우
2018-08-28 6:40,0,0,0,0,0,0,0.92,1.2,1.84,6.56,0,0,0,0
2018-08-28 6:50,0,0,0,0,0,0,0.92,1.2,1.84,6.56,0,0,0,0
2018-08-28 7:00,0,0,0,1,0,0,0.91,1.08,1.84,6.11,0.074,0.488,0.074,0.488
2018-08-28 7:10,0,0,0,0,0,0,0.91,1.08,1.84,6.11,0,0,0.074,0.488
2018-08-28 7:20,0,0,0,0,1,0,0.91,1.08,1.84,6.11,0.125,0.451,0.199,0.939
2018-08-28 7:30,0,0,0,0,0,0,0.91,1.08,1.84,6.11,0,0,0.199,0.939
2018-08-28 7:40,0,0,0,0,0,0,0.91,1.08,1.84,6.11,0,0,0.199,0.939
2018-08-28 7:50,0,0,0,1,0,0,0.91,1.08,1.84,6.11,0.074,0.488,0.273,1.427
2018-08-28 8:00,0,0,0,1,0,0,0.91,1.08,1.84,6.11,0.074,0.488,0.347,1.915
2018-08-28 8:10,0,0,0,0,1,1,0.91,1.08,1.84,6.11,0.376,0.512,0.723,2.427
2018-08-28 8:20,0,0,0,0,1,0,0.93,1.32,1.84,6.56,0.125,0.451,0.848,2.878
2018-08-28 8:30,0,0,0,1,0,0,0.96,1.72,1.84,6.56,0.074,0.488,0.922,3.366
2018-08-28 8:40,0,0,0,0,1,1,0.99,2.17,1.84,6.56,0.376,0.512,1.298,3.878
2018-08-28 8:50,0,0,0,3,0,1,1.02,2.7,1.85,6.56,0.473,1.525,1.771,5.403
2018-08-28 9:00,0,1,1,1,0,0,1.03,2.9,1.85,6.56,0.463,0.488,2.234,5.891
2018-08-28 9:10,0,1,0,1,0,0,1.04,3.1,1.85,6.56,0.447,0.488,2.681,6.379
