,Start Index,End Index
41,2014-07-02 17:10:00,2014-07-03 08:10:00
42,2014-07-03 12:00:00,2014-07-04 03:00:00
43,2014-07-08 07:30:00,2014-07-08 22:30:00
44,2014-07-09 00:10:00,2014-07-09 15:10:00
45,2014-07-09 14:40:00,2014-07-10 05:40:00
46,2014-07-15 18:40:00,2014-07-16 09:40:00
47,2014-07-17 19:40:00,2014-07-18 10:40:00
48,2014-07-21 13:30:00,2014-07-22 04:30:00
49,2014-07-22 18:20:00,2014-07-23 09:20:00
50,2014-07-23 11:10:00,2014-07-24 02:10:00
51,2014-07-24 02:20:00,2014-07-24 17:20:00
52,2014-07-24 21:10:00,2014-07-25 12:10:00
53,2014-07-25 20:10:00,2014-07-26 11:10:00
54,2014-07-26 16:40:00,2014-07-27 07:40:00
55,2014-07-29 04:30:00,2014-07-29 19:30:00
56,2014-07-31 16:50:00,2014-08-01 07:50:00
57,2014-08-03 00:00:00,2014-08-03 15:00:00
58,2014-08-03 14:50:00,2014-08-04 05:50:00
59,2014-08-04 05:20:00,2014-08-04 20:20:00
60,2014-08-06 06:40:00,2014-08-06 21:40:00
61,2014-08-06 22:20:00,2014-08-07 13:20:00
62,2014-08-10 15:50:00,2014-08-11 06:50:00
63,2014-08-11 07:00:00,2014-08-11 22:00:00
64,2014-08-13 20:40:00,2014-08-14 11:40:00
65,2014-08-14 12:20:00,2014-08-15 03:20:00
66,2014-08-16 14:00:00,2014-08-17 05:00:00
67,2014-08-17 06:10:00,2014-08-17 21:10:00
68,2014-08-18 03:30:00,2014-08-18 18:30:00
69,2014-08-18 19:50:00,2014-08-19 10:50:00
70,2014-08-19 10:30:00,2014-08-20 01:30:00
71,2014-08-20 02:10:00,2014-08-20 17:10:00
72,2014-08-20 23:20:00,2014-08-21 14:20:00
73,2014-08-21 13:50:00,2014-08-22 04:50:00
74,2014-08-22 04:50:00,2014-08-22 19:50:00
75,2014-08-26 18:30:00,2014-08-27 09:30:00
76,2014-08-29 19:20:00,2014-08-30 10:20:00
77,2014-09-02 20:40:00,2014-09-03 11:40:00
78,2014-09-03 11:10:00,2014-09-04 02:10:00
79,2014-09-05 10:40:00,2014-09-06 01:40:00
80,2014-09-12 17:50:00,2014-09-13 08:50:00
81,2014-09-24 03:20:00,2014-09-24 18:20:00
82,2014-09-26 18:00:00,2014-09-27 09:00:00
83,2014-09-29 02:20:00,2014-09-29 17:20:00
84,2014-09-30 05:10:00,2014-09-30 20:10:00
85,2014-10-02 14:50:00,2014-10-03 05:50:00
86,2014-10-16 05:50:00,2014-10-16 20:50:00
87,2014-10-20 01:30:00,2014-10-20 16:30:00
88,2014-10-20 16:40:00,2014-10-21 07:40:00
89,2014-10-21 07:10:00,2014-10-21 22:10:00
90,2014-10-26 19:30:00,2014-10-27 10:30:00
91,2014-10-31 13:10:00,2014-11-01 04:10:00
92,2014-11-02 04:50:00,2014-11-02 19:50:00
93,2014-11-11 23:30:00,2014-11-12 14:30:00
94,2014-11-17 00:10:00,2014-11-17 15:10:00
95,2014-11-22 06:30:00,2014-11-22 21:30:00
96,2014-11-28 08:40:00,2014-11-28 23:40:00
97,2014-11-29 05:20:00,2014-11-29 20:20:00
98,2014-11-30 06:00:00,2014-11-30 21:00:00
99,2014-12-01 02:10:00,2014-12-01 17:10:00
100,2014-12-03 01:30:00,2014-12-03 16:30:00
101,2014-12-08 00:40:00,2014-12-08 15:40:00
102,2014-12-09 14:10:00,2014-12-10 05:10:00
103,2014-12-10 21:30:00,2014-12-11 12:30:00
104,2014-12-12 17:00:00,2014-12-13 08:00:00
105,2014-12-15 17:40:00,2014-12-16 08:40:00
106,2014-12-19 23:40:00,2014-12-20 14:40:00
107,2014-12-22 11:00:00,2014-12-23 02:00:00
