,Start Index,End Index
74,2025-08-31 13:00:00,2025-09-01 05:50:00
75,2025-09-01 05:20:00,2025-09-01 22:10:00
76,2025-09-02 11:40:00,2025-09-03 04:30:00
77,2025-09-04 00:10:00,2025-09-04 17:00:00
78,2025-09-05 15:30:00,2025-09-06 08:20:00
79,2025-09-06 08:30:00,2025-09-07 01:20:00
80,2025-09-07 00:50:00,2025-09-07 17:40:00
81,2025-09-12 18:40:00,2025-09-13 11:30:00
82,2025-09-16 13:40:00,2025-09-17 06:30:00
83,2025-09-17 06:50:00,2025-09-17 23:40:00
84,2025-09-19 11:50:00,2025-09-20 04:40:00
85,2025-09-20 04:10:00,2025-09-20 21:00:00
86,2025-09-24 13:10:00,2025-09-25 06:00:00
87,2025-09-26 13:00:00,2025-09-27 05:50:00
88,2025-09-28 01:40:00,2025-09-28 18:30:00
89,2025-10-03 03:10:00,2025-10-03 20:00:00
90,2025-10-04 08:20:00,2025-10-05 01:10:00
91,2025-10-05 05:20:00,2025-10-05 22:10:00
92,2025-10-06 04:50:00,2025-10-06 21:40:00
93,2025-10-06 21:10:00,2025-10-07 14:00:00
94,2025-10-07 14:00:00,2025-10-08 06:50:00
95,2025-10-10 00:10:00,2025-10-10 17:00:00
96,2025-10-10 16:30:00,2025-10-11 09:20:00
97,2025-10-11 17:50:00,2025-10-12 10:40:00
98,2025-10-12 13:40:00,2025-10-13 06:30:00
99,2025-10-13 06:10:00,2025-10-13 23:00:00
100,2025-10-14 05:10:00,2025-10-14 22:00:00
101,2025-10-15 18:10:00,2025-10-16 11:00:00
102,2025-10-17 20:20:00,2025-10-18 13:10:00
103,2025-10-18 14:00:00,2025-10-19 06:50:00
104,2025-11-01 00:20:00,2025-11-01 17:10:00
105,2025-11-01 21:30:00,2025-11-02 14:20:00
106,2025-11-16 20:20:00,2025-11-17 13:10:00
107,2025-11-25 06:00:00,2025-11-25 22:50:00
108,2025-11-27 09:20:00,2025-11-28 02:10:00
109,2025-12-04 19:00:00,2025-12-05 11:50:00
110,2025-12-05 12:00:00,2025-12-06 04:50:00
111,2025-12-06 12:30:00,2025-12-07 05:20:00
112,2025-12-11 02:10:00,2025-12-11 19:00:00
113,2025-12-13 10:00:00,2025-12-14 02:50:00
114,2025-12-14 04:40:00,2025-12-14 21:30:00
115,2025-12-16 12:20:00,2025-12-17 05:10:00
116,2025-12-17 11:20:00,2025-12-18 04:10:00
117,2025-12-20 04:40:00,2025-12-20 21:30:00
118,2025-12-23 14:00:00,2025-12-24 06:50:00
119,2025-12-29 03:10:00,2025-12-29 20:00:00
