,Start Index,End Index
0,2018-01-07 23:10:00,2018-01-08 15:10:00
1,2018-01-08 19:00:00,2018-01-09 11:00:00
2,2018-01-10 00:40:00,2018-01-10 16:40:00
3,2018-01-13 15:30:00,2018-01-14 07:30:00
4,2018-01-14 14:50:00,2018-01-15 06:50:00
5,2018-01-15 08:50:00,2018-01-16 00:50:00
6,2018-01-22 16:20:00,2018-01-23 08:20:00
7,2018-01-31 11:00:00,2018-02-01 03:00:00
8,2018-02-11 21:20:00,2018-02-12 13:20:00
9,2018-02-12 22:30:00,2018-02-13 14:30:00
10,2018-02-23 00:30:00,2018-02-23 16:30:00
11,2018-02-28 12:40:00,2018-03-01 04:40:00
12,2018-03-01 04:30:00,2018-03-01 20:30:00
13,2018-03-04 06:30:00,2018-03-04 22:30:00
14,2018-03-04 22:00:00,2018-03-05 14:00:00
15,2018-03-07 22:40:00,2018-03-08 14:40:00
16,2018-03-15 02:50:00,2018-03-15 18:50:00
17,2018-03-15 21:50:00,2018-03-16 13:50:00
18,2018-03-18 22:00:00,2018-03-19 14:00:00
19,2018-03-21 11:40:00,2018-03-22 03:40:00
20,2018-04-04 01:50:00,2018-04-04 17:50:00
21,2018-04-05 03:30:00,2018-04-05 19:30:00
22,2018-04-05 19:00:00,2018-04-06 11:00:00
23,2018-04-06 20:20:00,2018-04-07 12:20:00
24,2018-04-08 16:30:00,2018-04-09 08:30:00
25,2018-04-10 20:50:00,2018-04-11 12:50:00
26,2018-04-11 14:40:00,2018-04-12 06:40:00
27,2018-04-14 04:50:00,2018-04-14 20:50:00
28,2018-04-15 09:00:00,2018-04-16 01:00:00
29,2018-04-22 16:00:00,2018-04-23 08:00:00
30,2018-04-23 07:30:00,2018-04-23 23:30:00
31,2018-04-24 00:40:00,2018-04-24 16:40:00
32,2018-05-02 04:40:00,2018-05-02 20:40:00
33,2018-05-02 20:20:00,2018-05-03 12:20:00
34,2018-05-03 13:00:00,2018-05-04 05:00:00
35,2018-05-06 01:30:00,2018-05-06 17:30:00
36,2018-05-12 05:30:00,2018-05-12 21:30:00
37,2018-05-12 21:00:00,2018-05-13 13:00:00
38,2018-05-16 02:00:00,2018-05-16 18:00:00
39,2018-05-16 18:00:00,2018-05-17 10:00:00
40,2018-05-17 09:50:00,2018-05-18 01:50:00
41,2018-05-18 01:30:00,2018-05-18 17:30:00
42,2018-05-22 15:20:00,2018-05-23 07:20:00
43,2018-05-29 19:30:00,2018-05-30 11:30:00
44,2018-06-10 03:10:00,2018-06-10 19:10:00
45,2018-06-12 00:20:00,2018-06-12 16:20:00
46,2018-06-14 20:30:00,2018-06-15 12:30:00
47,2018-06-26 05:20:00,2018-06-26 21:20:00
48,2018-06-26 21:00:00,2018-06-27 13:00:00
49,2018-06-28 16:30:00,2018-06-29 08:30:00
50,2018-06-30 17:30:00,2018-07-01 09:30:00
51,2018-07-01 09:00:00,2018-07-02 01:00:00
52,2018-07-02 00:30:00,2018-07-02 16:30:00
53,2018-07-02 16:20:00,2018-07-03 08:20:00
54,2018-07-03 09:00:00,2018-07-04 01:00:00
55,2018-07-05 07:10:00,2018-07-05 23:10:00
56,2018-07-05 23:10:00,2018-07-06 15:10:00
57,2018-07-09 11:40:00,2018-07-10 03:40:00
58,2018-07-11 01:10:00,2018-07-11 17:10:00
59,2018-07-27 15:10:00,2018-07-28 07:10:00
60,2018-07-28 14:20:00,2018-07-29 06:20:00
61,2018-08-05 07:20:00,2018-08-05 23:20:00
62,2018-08-06 06:30:00,2018-08-06 22:30:00
63,2018-08-09 11:30:00,2018-08-10 03:30:00
64,2018-08-12 23:10:00,2018-08-13 15:10:00
65,2018-08-21 04:50:00,2018-08-21 20:50:00
66,2018-08-23 06:50:00,2018-08-23 22:50:00
67,2018-08-24 00:00:00,2018-08-24 16:00:00
68,2018-08-24 16:10:00,2018-08-25 08:10:00
69,2018-08-26 13:00:00,2018-08-27 05:00:00
70,2018-08-27 04:50:00,2018-08-27 20:50:00
71,2018-08-27 20:50:00,2018-08-28 12:50:00
72,2018-08-28 12:20:00,2018-08-29 04:20:00
73,2018-08-29 15:50:00,2018-08-30 07:50:00
74,2018-08-31 01:10:00,2018-08-31 17:10:00
75,2018-09-01 10:20:00,2018-09-02 02:20:00
76,2018-09-03 15:10:00,2018-09-04 07:10:00
77,2018-09-06 14:30:00,2018-09-07 06:30:00
78,2018-09-15 02:10:00,2018-09-15 18:10:00
79,2018-09-16 08:10:00,2018-09-17 00:10:00
80,2018-09-17 02:40:00,2018-09-17 18:40:00
81,2018-09-19 20:10:00,2018-09-20 12:10:00
82,2018-09-20 11:50:00,2018-09-21 03:50:00
83,2018-09-21 03:20:00,2018-09-21 19:20:00
84,2018-09-22 04:20:00,2018-09-22 20:20:00
85,2018-09-23 09:00:00,2018-09-24 01:00:00
86,2018-10-05 06:50:00,2018-10-05 22:50:00
87,2018-10-05 22:50:00,2018-10-06 14:50:00
88,2018-10-10 01:40:00,2018-10-10 17:40:00
89,2018-10-18 16:40:00,2018-10-19 08:40:00
90,2018-10-23 11:10:00,2018-10-24 03:10:00
91,2018-10-24 06:50:00,2018-10-24 22:50:00
92,2018-10-26 11:10:00,2018-10-27 03:10:00
93,2018-10-28 05:20:00,2018-10-28 21:20:00
94,2018-11-07 02:50:00,2018-11-07 18:50:00
95,2018-11-08 00:10:00,2018-11-08 16:10:00
96,2018-11-08 15:40:00,2018-11-09 07:40:00
97,2018-11-09 08:10:00,2018-11-10 00:10:00
98,2018-11-21 01:50:00,2018-11-21 17:50:00
99,2018-11-24 07:30:00,2018-11-24 23:30:00
100,2018-11-25 00:50:00,2018-11-25 16:50:00
