,Start Index,End Index
0,2017-01-02 06:50:00,2017-01-02 23:30:00
1,2017-01-12 03:00:00,2017-01-12 19:40:00
2,2017-01-13 12:20:00,2017-01-14 05:00:00
3,2017-01-20 03:40:00,2017-01-20 20:20:00
4,2017-01-21 13:50:00,2017-01-22 06:30:00
5,2017-01-25 14:20:00,2017-01-26 07:00:00
6,2017-01-27 00:20:00,2017-01-27 17:00:00
7,2017-01-29 12:40:00,2017-01-30 05:20:00
8,2017-02-03 13:20:00,2017-02-04 06:00:00
9,2017-02-05 12:50:00,2017-02-06 05:30:00
10,2017-02-17 00:50:00,2017-02-17 17:30:00
11,2017-02-19 19:40:00,2017-02-20 12:20:00
12,2017-02-22 09:10:00,2017-02-23 01:50:00
13,2017-03-01 18:30:00,2017-03-02 11:10:00
14,2017-03-05 21:00:00,2017-03-06 13:40:00
15,2017-03-31 13:00:00,2017-04-01 05:40:00
16,2017-04-01 14:00:00,2017-04-02 06:40:00
17,2017-04-05 14:00:00,2017-04-06 06:40:00
18,2017-04-08 10:00:00,2017-04-09 02:40:00
19,2017-04-14 12:50:00,2017-04-15 05:30:00
20,2017-04-17 11:20:00,2017-04-18 04:00:00
21,2017-04-18 13:10:00,2017-04-19 05:50:00
22,2017-05-09 16:50:00,2017-05-10 09:30:00
23,2017-05-12 13:30:00,2017-05-13 06:10:00
24,2017-05-13 14:30:00,2017-05-14 07:10:00
25,2017-05-23 19:10:00,2017-05-24 11:50:00
26,2017-06-01 09:40:00,2017-06-02 02:20:00
27,2017-06-06 16:20:00,2017-06-07 09:00:00
28,2017-06-07 08:30:00,2017-06-08 01:10:00
29,2017-06-09 09:40:00,2017-06-10 02:20:00
30,2017-06-10 04:00:00,2017-06-10 20:40:00
31,2017-06-24 19:50:00,2017-06-25 12:30:00
32,2017-06-25 13:10:00,2017-06-26 05:50:00
33,2017-06-26 05:20:00,2017-06-26 22:00:00
34,2017-06-26 21:30:00,2017-06-27 14:10:00
35,2017-06-27 17:00:00,2017-06-28 09:40:00
36,2017-07-01 16:50:00,2017-07-02 09:30:00
37,2017-07-02 10:10:00,2017-07-03 02:50:00
38,2017-07-03 05:00:00,2017-07-03 21:40:00
39,2017-07-03 21:10:00,2017-07-04 13:50:00
40,2017-07-06 17:20:00,2017-07-07 10:00:00
41,2017-07-07 10:40:00,2017-07-08 03:20:00
42,2017-07-08 05:20:00,2017-07-08 22:00:00
43,2017-07-09 01:30:00,2017-07-09 18:10:00
44,2017-07-09 18:50:00,2017-07-10 11:30:00
45,2017-07-10 11:10:00,2017-07-11 03:50:00
46,2017-07-11 03:20:00,2017-07-11 20:00:00
47,2017-07-12 04:40:00,2017-07-12 21:20:00
48,2017-07-14 13:00:00,2017-07-15 05:40:00
49,2017-07-15 05:10:00,2017-07-15 21:50:00
50,2017-07-15 22:20:00,2017-07-16 15:00:00
51,2017-07-17 02:30:00,2017-07-17 19:10:00
52,2017-07-18 04:40:00,2017-07-18 21:20:00
53,2017-07-19 10:50:00,2017-07-20 03:30:00
54,2017-07-22 20:30:00,2017-07-23 13:10:00
55,2017-07-23 12:40:00,2017-07-24 05:20:00
56,2017-07-24 07:10:00,2017-07-24 23:50:00
57,2017-07-27 23:20:00,2017-07-28 16:00:00
58,2017-07-29 04:10:00,2017-07-29 20:50:00
59,2017-07-31 05:30:00,2017-07-31 22:10:00
60,2017-08-01 01:30:00,2017-08-01 18:10:00
61,2017-08-02 15:40:00,2017-08-03 08:20:00
62,2017-08-05 15:40:00,2017-08-06 08:20:00
63,2017-08-06 08:50:00,2017-08-07 01:30:00
64,2017-08-09 03:10:00,2017-08-09 19:50:00
65,2017-08-09 22:10:00,2017-08-10 14:50:00
66,2017-08-10 14:20:00,2017-08-11 07:00:00
67,2017-08-11 17:50:00,2017-08-12 10:30:00
68,2017-08-14 11:00:00,2017-08-15 03:40:00
69,2017-08-15 03:10:00,2017-08-15 19:50:00
70,2017-08-15 19:20:00,2017-08-16 12:00:00
71,2017-08-16 21:10:00,2017-08-17 13:50:00
72,2017-08-17 15:50:00,2017-08-18 08:30:00
73,2017-08-18 16:50:00,2017-08-19 09:30:00
74,2017-08-19 23:20:00,2017-08-20 16:00:00
75,2017-08-20 17:20:00,2017-08-21 10:00:00
76,2017-08-21 10:40:00,2017-08-22 03:20:00
77,2017-08-23 04:40:00,2017-08-23 21:20:00
78,2017-08-24 02:30:00,2017-08-24 19:10:00
79,2017-08-28 17:00:00,2017-08-29 09:40:00
80,2017-09-06 14:00:00,2017-09-07 06:40:00
81,2017-09-11 00:50:00,2017-09-11 17:30:00
82,2017-09-12 13:00:00,2017-09-13 05:40:00
83,2017-09-19 12:30:00,2017-09-20 05:10:00
84,2017-09-27 05:20:00,2017-09-27 22:00:00
85,2017-10-01 12:40:00,2017-10-02 05:20:00
86,2017-10-02 06:10:00,2017-10-02 22:50:00
87,2017-10-06 19:00:00,2017-10-07 11:40:00
88,2017-10-10 22:20:00,2017-10-11 15:00:00
89,2017-10-12 12:50:00,2017-10-13 05:30:00
90,2017-10-20 10:00:00,2017-10-21 02:40:00
91,2017-11-03 07:40:00,2017-11-04 00:20:00
92,2017-11-10 15:00:00,2017-11-11 07:40:00
93,2017-11-13 21:50:00,2017-11-14 14:30:00
94,2017-11-23 22:30:00,2017-11-24 15:10:00
95,2017-11-25 14:40:00,2017-11-26 07:20:00
96,2017-12-03 06:50:00,2017-12-03 23:30:00
97,2017-12-04 03:20:00,2017-12-04 20:00:00
98,2017-12-06 20:10:00,2017-12-07 12:50:00
99,2017-12-07 12:50:00,2017-12-08 05:30:00
100,2017-12-10 05:00:00,2017-12-10 21:40:00
101,2017-12-15 15:10:00,2017-12-16 07:50:00
102,2017-12-18 08:50:00,2017-12-19 01:30:00
103,2017-12-22 12:40:00,2017-12-23 05:20:00
104,2017-12-23 10:50:00,2017-12-24 03:30:00
105,2017-12-24 07:30:00,2017-12-25 00:10:00
106,2017-12-29 11:20:00,2017-12-30 04:00:00
