,Start Index,End Index
0,2019-02-03 01:30:00,2019-02-03 14:30:00
1,2019-02-03 14:10:00,2019-02-04 03:10:00
2,2019-02-15 18:20:00,2019-02-16 07:20:00
3,2019-02-16 12:10:00,2019-02-17 01:10:00
4,2019-02-19 03:20:00,2019-02-19 16:20:00
5,2019-02-19 16:20:00,2019-02-20 05:20:00
6,2019-02-20 12:20:00,2019-02-21 01:20:00
7,2019-03-15 16:40:00,2019-03-16 05:40:00
8,2019-03-16 06:20:00,2019-03-16 19:20:00
9,2019-03-20 15:20:00,2019-03-21 04:20:00
10,2019-03-21 04:10:00,2019-03-21 17:10:00
11,2019-03-23 12:10:00,2019-03-24 01:10:00
12,2019-03-30 01:10:00,2019-03-30 14:10:00
13,2019-03-30 14:10:00,2019-03-31 03:10:00
14,2019-04-09 17:30:00,2019-04-10 06:30:00
15,2019-04-10 11:10:00,2019-04-11 00:10:00
16,2019-04-14 10:20:00,2019-04-14 23:20:00
17,2019-04-21 02:50:00,2019-04-21 15:50:00
18,2019-04-24 01:00:00,2019-04-24 14:00:00
19,2019-04-25 12:10:00,2019-04-26 01:10:00
20,2019-04-26 01:50:00,2019-04-26 14:50:00
21,2019-04-26 15:20:00,2019-04-27 04:20:00
22,2019-04-29 15:30:00,2019-04-30 04:30:00
23,2019-05-19 01:50:00,2019-05-19 14:50:00
24,2019-05-19 14:20:00,2019-05-20 03:20:00
25,2019-05-20 03:00:00,2019-05-20 16:00:00
26,2019-05-27 03:00:00,2019-05-27 16:00:00
27,2019-05-27 18:00:00,2019-05-28 07:00:00
28,2019-06-06 18:50:00,2019-06-07 07:50:00
29,2019-06-07 07:20:00,2019-06-07 20:20:00
30,2019-06-09 21:10:00,2019-06-10 10:10:00
31,2019-06-15 18:20:00,2019-06-16 07:20:00
32,2019-06-17 03:50:00,2019-06-17 16:50:00
33,2019-06-18 01:30:00,2019-06-18 14:30:00
34,2019-06-18 14:30:00,2019-06-19 03:30:00
35,2019-06-19 06:00:00,2019-06-19 19:00:00
36,2019-06-26 23:50:00,2019-06-27 12:50:00
37,2019-06-28 01:10:00,2019-06-28 14:10:00
38,2019-06-29 02:10:00,2019-06-29 15:10:00
39,2019-07-05 22:30:00,2019-07-06 11:30:00
40,2019-07-10 17:40:00,2019-07-11 06:40:00
41,2019-07-11 06:30:00,2019-07-11 19:30:00
42,2019-07-15 14:10:00,2019-07-16 03:10:00
43,2019-07-17 17:30:00,2019-07-18 06:30:00
44,2019-07-19 16:40:00,2019-07-20 05:40:00
45,2019-07-20 06:10:00,2019-07-20 19:10:00
46,2019-07-21 00:10:00,2019-07-21 13:10:00
47,2019-07-21 12:50:00,2019-07-22 01:50:00
