,Start Index,End Index
48,2019-07-24 06:30:00,2019-07-24 19:30:00
49,2019-07-25 03:30:00,2019-07-25 16:30:00
50,2019-07-25 17:50:00,2019-07-26 06:50:00
51,2019-07-26 06:20:00,2019-07-26 19:20:00
52,2019-07-26 18:50:00,2019-07-27 07:50:00
53,2019-07-27 16:50:00,2019-07-28 05:50:00
54,2019-07-28 07:30:00,2019-07-28 20:30:00
55,2019-07-30 19:40:00,2019-07-31 08:40:00
56,2019-07-31 08:10:00,2019-07-31 21:10:00
57,2019-07-31 20:50:00,2019-08-01 09:50:00
58,2019-08-01 09:20:00,2019-08-01 22:20:00
59,2019-08-03 17:10:00,2019-08-04 06:10:00
60,2019-08-04 05:50:00,2019-08-04 18:50:00
61,2019-08-07 02:40:00,2019-08-07 15:40:00
62,2019-08-09 13:20:00,2019-08-10 02:20:00
63,2019-08-11 22:10:00,2019-08-12 11:10:00
64,2019-08-12 10:40:00,2019-08-12 23:40:00
65,2019-08-15 07:10:00,2019-08-15 20:10:00
66,2019-08-16 07:50:00,2019-08-16 20:50:00
67,2019-08-17 09:20:00,2019-08-17 22:20:00
68,2019-08-18 12:50:00,2019-08-19 01:50:00
69,2019-08-27 02:20:00,2019-08-27 15:20:00
70,2019-08-29 11:00:00,2019-08-30 00:00:00
71,2019-08-30 00:10:00,2019-08-30 13:10:00
72,2019-09-04 05:50:00,2019-09-04 18:50:00
73,2019-09-04 18:30:00,2019-09-05 07:30:00
74,2019-09-05 07:50:00,2019-09-05 20:50:00
75,2019-09-06 02:10:00,2019-09-06 15:10:00
76,2019-09-06 20:30:00,2019-09-07 09:30:00
77,2019-09-07 14:20:00,2019-09-08 03:20:00
78,2019-09-08 04:40:00,2019-09-08 17:40:00
79,2019-09-09 06:30:00,2019-09-09 19:30:00
80,2019-09-09 19:10:00,2019-09-10 08:10:00
81,2019-09-10 08:20:00,2019-09-10 21:20:00
82,2019-09-10 21:20:00,2019-09-11 10:20:00
83,2019-09-12 17:30:00,2019-09-13 06:30:00
84,2019-09-13 13:50:00,2019-09-14 02:50:00
85,2019-09-14 15:20:00,2019-09-15 04:20:00
86,2019-09-22 01:40:00,2019-09-22 14:40:00
87,2019-09-22 14:20:00,2019-09-23 03:20:00
88,2019-09-23 12:10:00,2019-09-24 01:10:00
89,2019-10-02 12:00:00,2019-10-03 01:00:00
90,2019-10-03 00:30:00,2019-10-03 13:30:00
91,2019-10-07 03:30:00,2019-10-07 16:30:00
92,2019-10-07 16:00:00,2019-10-08 05:00:00
93,2019-10-08 10:10:00,2019-10-08 23:10:00
94,2019-10-28 23:00:00,2019-10-29 12:00:00
95,2019-11-05 09:50:00,2019-11-05 22:50:00
96,2019-11-10 19:00:00,2019-11-11 08:00:00
97,2019-11-11 07:40:00,2019-11-11 20:40:00
98,2019-11-13 11:30:00,2019-11-14 00:30:00
99,2019-11-15 06:30:00,2019-11-15 19:30:00
100,2019-11-15 19:00:00,2019-11-16 08:00:00
101,2019-11-17 11:00:00,2019-11-18 00:00:00
102,2019-11-17 23:40:00,2019-11-18 12:40:00
103,2019-11-24 15:20:00,2019-11-25 04:20:00
104,2019-11-25 14:10:00,2019-11-26 03:10:00
105,2019-12-01 09:30:00,2019-12-01 22:30:00
106,2019-12-01 22:00:00,2019-12-02 11:00:00
107,2019-12-03 22:20:00,2019-12-04 11:20:00
108,2019-12-10 04:00:00,2019-12-10 17:00:00
109,2019-12-11 06:40:00,2019-12-11 19:40:00
110,2019-12-13 23:20:00,2019-12-14 12:20:00
111,2019-12-17 04:30:00,2019-12-17 17:30:00
112,2019-12-23 00:10:00,2019-12-23 13:10:00
113,2019-12-26 08:40:00,2019-12-26 21:40:00
114,2019-12-29 20:30:00,2019-12-30 09:30:00
115,2019-12-30 13:40:00,2019-12-31 02:40:00
