time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti
2020-08-12 11:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.34,43.55,0.0,0.0
2020-08-12 11:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.34,43.55,0.0,0.0
2020-08-12 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 11:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 11:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 12:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 12:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 12:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 13:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.33,42.31,0.0,0.0
2020-08-12 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.06,2.32,41.09,0.0,0.0
2020-08-12 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.32,41.09,0.0,0.0
2020-08-12 13:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.32,41.09,0.0,0.0
2020-08-12 13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.32,41.09,0.0,0.0
2020-08-12 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.31,41.09,0.0,0.0
2020-08-12 14:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.31,41.09,0.0,0.0
2020-08-12 14:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.31,41.09,0.0,0.0
2020-08-12 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.3,39.89,0.0,0.0
2020-08-12 14:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.3,39.89,0.0,0.0
2020-08-12 14:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.3,39.89,0.0,0.0
2020-08-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.29,38.71,0.0,0.0
2020-08-12 15:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.29,38.71,0.0,0.0
2020-08-12 15:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.29,38.71,0.0,0.0
2020-08-12 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.28,37.55,0.0,0.0
2020-08-12 15:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.29,38.71,0.0,0.0
2020-08-12 15:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.24,9.59,2.28,37.55,0.0,0.0
2020-08-12 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.29,38.71,0.0,0.0
2020-08-12 16:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 16:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.29,38.71,0.0,0.0
2020-08-12 16:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.29,38.71,0.0,0.0
2020-08-12 16:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.29,38.71,0.0,0.0
2020-08-12 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 17:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 17:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 17:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.28,37.55,0.0,0.0
2020-08-12 17:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.23,9.14,2.27,36.41,0.0,0.0
2020-08-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 18:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 18:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 18:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 18:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 19:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.27,36.41,0.0,0.0
2020-08-12 19:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.26,36.41,0.0,0.0
2020-08-12 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.26,36.41,0.0,0.0
2020-08-12 19:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.26,36.41,0.0,0.0
2020-08-12 19:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.22,8.70,2.26,36.41,0.0,0.0
